folioviv,foliohog,clave,gasto,pago_mp,gasto_tri
600029804,1,TB05,1700, ,5100
600042602,1,TB08,1600,0,1565.21
600042604,1,TB06,360, ,1080
600042604,1,TR01,4000, ,12000
600042604,1,TB14,14680,14680,7219.67
600042604,1,TB13,3800,0,1868.85
600042604,1,TB09,3700,3700,3619.56
600042604,1,TB08,160,160,156.52
600042604,1,TB07,2500, ,7500
600042604,1,TR08,1700,0,1663.04
600042604,1,TB05,800, ,2400
600042604,1,TB02,655, ,1965
600042604,1,TB01,6000, ,18000
600042604,1,TB03,1449, ,4347
600054403,1,TB04,166, ,481.93
600054403,1,TB11,240,60,117.39
600054403,1,TB10,4055,2535,3966.84
600054403,1,TB08,1530,590,1496.73
600054403,1,TB07,1377, ,3997.74
600054403,1,TB13,1000,500,489.13
600054403,1,TR04,700, ,2032.25
600061301,1,TB12,2000,2000,978.26
600083702,1,TB08,3200,0,3130.43
600083705,1,TB08,700,0,684.78
600083705,1,TB11,780,0,383.6
600084204,1,TB08,2400,2400,2347.82
600088801,1,TB09,1600,1200,1565.21
600088801,1,TB11,600,0,295.08
600088801,2,TB11,5000,0,2459.01
600088803,1,TB08,1500,1500,1467.39
600088805,1,TB11,12000,12000,5901.63
600088806,1,TB01,1700, ,5100
600088806,1,TB03,105, ,315
600088806,1,TB05,400, ,1200
600088806,1,TB07,694, ,2082
600088806,1,TB08,1000,0,978.26
600099802,1,TB08,870,320,851.08
600100404,1,TB08,1300,1300,1271.73
600123004,1,TB08,170,170,166.3
600134605,1,TR08,2583,0,2526.84
600134605,1,TB05,1000, ,3000
600134606,1,TB08,3010,910,2944.56
600142701,1,TB11,6680,0,3285.24
600142703,1,TB08,1000,0,978.26
600143603,1,TB10,200,200,195.65
600143603,1,TB08,1800,0,1760.86
600154201,1,TB07,558, ,1619.99
600154201,1,TB08,240,0,234.78
600154201,1,TB03,306, ,888.38
600154201,1,TB02,141, ,409.35
600159502,1,TB08,1200,0,1173.91
600159504,1,TB08,2650,0,2592.39
600159505,1,TB11,830,0,405.97
600163503,1,TB08,10070,2600,9851.08
600177301,1,TB04,150, ,435.48
600177301,1,TB08,759,0,742.49
600177303,1,TB11,1500,0,733.69
600177305,1,TB11,2700,0,1320.65
600181302,1,TR08,200,0,195.65
600185901,1,TB12,2800,700,1369.56
600185901,1,TB11,1600,400,782.6
600185902,1,TB12,216,216,105.65
600185902,1,TB09,217,217,212.28
600185902,1,TB11,217,217,106.14
600204805,1,TB13,2400,0,1180.32
600206904,1,TB08,1800,1800,1760.86
600206906,1,TB08,1680,1680,1643.47
600212805,1,TB11,12000,0,5901.63
600216401,1,TB08,660,660,645.65
600216406,1,TB08,1800,0,1760.86
600216406,1,TB11,8000,8000,3913.04
600227604,1,TB08,470,0,459.78
600228702,1,TB11,3100,0,1524.59
600230204,1,TB11,4200,700,2088.39
600231501,1,TB11,14098,0,6895.76
600239401,1,TB08,1880,1280,1839.13
600239406,1,TB08,1053,0,1030.1
600261705,1,TB13,1000,1000,491.8
600268802,1,TB05,2700, ,8100
600268805,1,TB11,1400,0,688.52
600272403,1,TB08,1145,0,1120.1
600272403,1,TR08,495,0,484.23
600289606,1,TB11,980,0,481.96
600289606,1,TB08,8100,0,7923.91
600290704,1,TB05,4000, ,12000
600290704,1,TB03,398, ,1194
600290704,1,TB02,370, ,1110
600290704,1,TB01,2000, ,6000
600290705,1,TB04,10000, ,30000
600296202,1,TB08,7218,0,7061.08
600296203,1,TB08,1300,0,1271.73
600296203,1,TB07,825, ,2395.16
600296204,1,TB09,1200,0,1173.91
600296204,1,TB03,1467, ,4259.03
600296204,1,TB08,4800,0,4695.65
600296204,1,TB02,451, ,1309.35
600296205,1,TB03,651, ,1889.99
600296205,1,TB13,1800,0,895.02
600296205,1,TB02,565, ,1640.32
600298505,1,TB12,4000,0,1956.52
600302504,1,TB09,7000,0,6847.82
600312903,1,TB09,11000,0,10760.86
600316304,2,TB12,3150,150,1540.76
600316304,2,TB14,12000,0,5869.56
600317002,1,TB13,20000,0,9782.6
600317005,1,TB11,4000,4000,1956.52
600332401,1,TB08,1320,0,1291.3
600332404,1,TB08,700,0,684.78
600335001,1,TB11,6980,6980,3414.13
600335001,1,TB08,3050,0,2983.69
600347201,1,TB11,1800,0,895.02
600360902,1,TB08,2000,0,1956.52
600360905,1,TB05,10000, ,29032.25
600360905,1,TB08,5100,700,4989.13
600362801,1,TB05,2000, ,6000
600362802,1,TB08,3040,0,2973.91
600380002,1,TB11,4200,0,2054.34
600395604,1,TB11,349,349,171.63
600395604,1,TB13,14650,0,7204.91
600395606,1,TB08,500,0,489.13
600402706,1,TB08,400,400,391.3
600410505,1,TB08,2396,2396,2343.91
600417701,1,TB08,4250,1900,4157.6
600434202,1,TB13,1149,0,571.32
600434205,1,TB12,5000,0,2486.18
600434206,1,TB08,8839,3229,8646.84
600470202,1,TB07,380, ,1103.22
600470203,1,TB02,780, ,2264.51
600470203,1,TB01,3000, ,8709.67
600470203,1,TB03,800, ,2322.58
600470206,2,TB05,1200, ,3483.87
600470206,2,TB08,1299,599,1270.76
600470206,2,TB07,905, ,2627.41
600470206,2,TB13,4500,4500,2237.56
600470206,2,TB11,2377,0,1181.93
600470206,2,TB10,283,0,276.84
600480503,1,TB01,1500, ,4354.83
600480505,1,TB08,5250,2500,5135.86
600496902,1,TB12,480,480,234.78
600497801,1,TB11,8000,0,3934.42
600497806,1,TB12,5500,0,2704.91
600512703,1,TB11,900,0,442.62
600512703,1,TB12,9000,0,4426.22
600512706,1,TB12,1600,1600,786.88
600538801,1,TB11,800,0,393.44
600546403,1,TB13,11080,0,5419.56
600546403,1,TB11,5600,0,2739.13
600546403,1,TB08,4040,1200,3952.17
600546405,1,TB05,2000, ,5806.45
600549906,1,TB12,280,0,136.95
600549906,1,TB11,8520,85,4167.39
600549906,1,TB09,125,125,122.28
600549906,1,TB08,195,195,190.76
600549906,1,TB07,212, ,615.48
600549906,1,TB06,600, ,1741.93
600549906,1,TB05,800, ,2322.58
600549906,1,TB03,360, ,1045.16
600549906,1,TB01,700, ,2032.25
600549906,1,TB02,358, ,1039.35
600552804,1,TB12,840,420,413.11
600558404,1,TB05,8000, ,23225.8
600584704,1,TB08,430,150,420.65
600584706,1,TB08,800,800,782.6
600584706,1,TB11,6200,0,3049.18
600599703,1,TB02,542, ,1626
600599703,1,TB03,60, ,180
600599703,1,TB08,590,0,577.17
600599703,1,TB09,274,0,268.04
600599703,1,TB13,18000,0,8852.45
600617601,1,TB05,3200, ,9600
600617601,1,TB08,2500,2500,2445.65
600617601,1,TB13,94500,16500,46475.4
600626204,1,TB08,650,0,635.86
600631504,1,TB12,600,0,293.47
600631504,1,TB04,1200, ,3483.87
600641903,1,TB13,2500,0,1222.82
600641904,1,TB11,9500,0,4646.73
600643802,1,TB08,1200,1200,1173.91
600643806,1,TB02,112, ,336
600660901,1,TB12,9000,0,4402.17
600664803,1,TB11,1100,1100,540.98
600690203,1,TB13,1600,1600,795.58
600701501,1,TB08,500,500,489.13
600701502,1,TB12,25500,500,12472.82
600701502,1,TB11,16000,13000,7826.08
600701502,1,TB08,4290,0,4196.73
600701502,1,TB13,2600,2600,1271.73
600701506,1,TB11,3900,0,1907.6
600701506,1,TB08,1629,1340,1593.58
600704004,1,TB08,395,0,386.41
600704004,1,TB11,700,700,342.39
600704006,1,TB09,3500,0,3423.91
600704006,1,TB08,4476,2878,4378.69
600708302,1,TB12,9000,0,4402.17
600708302,1,TB14,8000,0,3913.04
600708302,1,TB13,3500,0,1711.95
600712801,1,TB08,1350,0,1320.65
600718403,1,TB08,300,0,293.47
600718403,1,TB11,500,0,244.56
600718406,1,TB13,10000,5000,4891.3
600730006,1,TB08,1180,1180,1154.34
600733602,1,TB08,200,0,195.65
600740202,1,TB08,1200,0,1173.91
600741501,1,TB13,3200,0,1565.21
600741501,1,TB11,12900,0,6309.78
600755901,1,TB05,7000, ,20322.58
600771602,1,TB12,2500,0,1229.5
600771602,1,TB11,11000,0,5409.83
600771602,1,TB13,2000,2000,983.6
600771602,1,TB15,1300,1300,639.34
600771602,1,TB09,1200,1200,1173.91
600771602,1,TB03,2196, ,6588
600771602,1,TB08,4220,2960,4128.26
600771602,1,TB04,3350, ,10050
600771602,1,TB10,30000,0,29347.82
600771603,1,TB15,10800,1800,5311.47
600771603,1,TB05,1000, ,3000
600771603,1,TB04,11450, ,34350
600771603,1,TB03,635, ,1905
600771603,1,TB02,678, ,2034
600771603,1,TB01,1700, ,5100
600771603,1,TB08,5200,0,5086.95
600771606,1,TB11,3800,2900,1868.85
600772701,1,TB08,3400,3400,3326.08
600772702,1,TB01,1000, ,3000
600772704,1,TB01,900, ,2700
600772704,1,TB08,2199,0,2151.19
600772704,1,TB11,3200,0,1573.77
600772704,1,TB13,2000,0,983.6
600772704,1,TB14,4000,0,1967.21
600776201,1,TB08,2820,0,2758.69
600776206,1,TB08,6000,0,5869.56
600788506,1,TB03,136, ,394.83
600788506,1,TB02,158, ,458.7
600790303,1,TB12,11000,0,5380.43
600790303,1,TR08,200,200,195.65
600790305,1,TB03,1095, ,3179.03
600790305,1,TB02,570, ,1654.83
600790305,1,TB08,1500,0,1467.39
600797805,2,TB11,16800,0,8262.29
600807406,1,TB05,1600, ,4645.16
600807406,1,TR04,500, ,1451.61
600816002,1,TB08,350,350,342.39
600834304,1,TB05,200, ,580.64
600838903,1,TB11,12000,6800,5869.56
600840802,1,TB10,3000,0,2934.78
600850602,1,TB11,6000,0,2950.81
600850602,1,TB13,1500,0,737.7
600850602,1,TB01,2000, ,6000
600850602,1,TB02,845, ,2535
600850602,1,TB03,225, ,675
600850602,1,TB05,3420, ,10260
600850602,1,TB08,2800,0,2739.13
600850603,1,TB13,360,360,177.04
600850603,1,TB08,3835,3835,3751.63
600850603,1,TB01,850, ,2550
600850603,1,TB02,1033, ,3099
600850603,1,TB03,665, ,1995
600850603,1,TB10,2190,2190,2142.39
600850604,1,TB08,500,500,489.13
600857201,1,TB12,900,0,447.51
600857201,1,TB08,300,300,293.47
600857203,1,TB08,1060,0,1036.95
600857203,1,TB12,12499,10499,6214.97
600857205,1,TB08,399,0,390.32
600875904,1,TB02,75, ,217.74
600875904,1,TB03,332, ,963.87
600875904,1,TB05,1200, ,3483.87
600890801,1,TB11,5000,0,2459.01
600909606,1,TB10,39000,39000,38152.17
600932404,1,TB13,1400,0,684.78
600932405,1,TB08,828,414,809.99
600948601,1,TB08,1300,0,1271.73
600948606,1,TB08,800,800,782.6
600955703,1,TB08,800,400,782.6
600967204,1,TB08,2099,0,2053.36
600967204,1,TB07,1900, ,5516.12
600967204,1,TB05,4000, ,11612.9
600967204,1,TB10,2000,2000,1956.52
600967204,1,TB13,12000,0,5966.85
600970901,1,TB12,3000,0,1467.39
600970901,1,TB08,1000,0,978.26
600970904,1,TR08,1000,1000,978.26
600970906,1,TB08,769,769,752.28
600970906,1,TR08,859,859,840.32
600972501,1,TB11,4000,4000,1956.52
600972503,1,TB07,400, ,1161.29
600972503,1,TB11,1000,500,489.13
600981303,1,TB08,1200,0,1173.91
600981304,1,TB10,750,250,733.69
600981304,1,TB08,2540,0,2484.78
600981304,1,TB05,2000, ,5806.45
600981304,1,TB03,207, ,600.96
600981304,1,TB02,105, ,304.83
600981305,1,TB08,1260,290,1232.6
600981305,1,TB11,1200,0,586.95
600981305,1,TB09,1700,0,1663.04
600992801,1,TB09,1600,1600,1565.21
600992801,1,TB08,1760,1760,1721.73
600992801,1,TB03,494, ,1482
600992801,1,TB05,2000, ,6000
600992805,1,TR08,3200,500,3130.43
600992805,1,TB03,508, ,1524
600998306,1,TB08,1580,0,1545.65
601000402,1,TB01,2500, ,7258.06
601000402,1,TB08,2540,2540,2484.78
601000402,1,TB02,308, ,894.19
601000406,1,TB05,4000, ,11612.9
601008003,1,TB08,1960,1561,1917.39
601008003,1,TB03,964, ,2798.7
601008003,1,TB02,223, ,647.41
601008003,1,TB09,5618,5618,5495.86
601008003,1,TB01,3800, ,11032.25
601008006,1,TB05,4000, ,11612.9
601008006,1,TB08,12860,1200,12580.43
601008006,1,TB09,280,0,273.91
601008006,1,TB10,5800,5800,5673.91
601008006,1,TB11,13000,13000,6358.69
601032402,1,TB01,2000, ,5806.45
601032402,1,TB02,310, ,899.99
601032402,1,TB03,210, ,609.67
601032403,1,TB02,109, ,316.45
601032403,1,TB03,248, ,719.99
601032404,1,TB12,500,0,244.56
601032404,1,TB08,7400,4000,7239.13
601036704,1,TB12,18000,0,8852.45
601041803,1,TB12,16000,16000,7868.85
601041804,1,TB13,2200,2200,1081.96
601041804,1,TB12,2300,890,1131.14
601046401,1,TB05,2000, ,5806.45
601046401,1,TB09,6000,6000,5869.56
601046401,1,TB08,1149,1149,1124.02
601046401,1,TB13,6900,6900,3374.99
601046401,1,TB01,1000, ,2903.22
601046405,1,TB11,10940,0,5351.08
601058005,1,TB14,4000,4000,1956.52
601060603,1,TB08,2700,0,2641.3
601060603,1,TB09,600,0,586.95
601060606,1,TB12,6000,1000,2950.81
601062701,1,TB10,4000,4000,3913.04
601062701,1,TB11,10000,5000,4918.03
601062701,1,TB13,3000,0,1475.4
601062701,1,TB08,1500,1500,1467.39
601062702,1,TB08,1600,1600,1565.21
601062704,1,TB08,200,200,195.65
601062704,1,TB04,3000, ,9000
601062704,1,TB10,4000,4000,3913.04
601062706,1,TB08,5600,100,5478.26
601062706,1,TB09,320,280,313.04
601083505,1,TB01,900, ,2612.9
601097303,1,TB08,500,500,489.13
601097303,1,TB11,600,600,293.47
601097306,1,TB08,1550,1550,1516.3
601103902,1,TB05,2400, ,6967.74
601103902,1,TB02,230, ,667.74
601103902,1,TB07,3232, ,9383.22
601103902,1,TB01,1000, ,2903.22
601103902,1,TB12,1200,1200,586.95
601118201,1,TB08,250,250,244.56
601118204,1,TB08,1315,1315,1286.41
601121003,1,TB03,40, ,116.12
601121003,1,TB08,1200,0,1173.91
601125602,1,TB05,1600, ,4800
601125602,1,TB13,3180,1080,1563.93
601125602,1,TB03,73, ,219
601125605,1,TB02,136, ,408
601146201,1,TB04,290, ,841.93
601146201,1,TB10,500,0,489.13
601146201,1,TB11,20000,0,9944.75
601146205,1,TB08,400,400,391.3
601146206,1,TB01,1200, ,3483.87
601146206,1,TB02,844, ,2450.32
601146206,1,TB03,1450, ,4209.67
601146206,1,TB07,1600, ,4645.16
601146206,1,TB08,5100,2500,4989.13
601146206,1,TR08,300,300,293.47
601157502,1,TB08,500,0,489.13
601157504,1,TB08,1000,0,978.26
601157506,1,TB11,1200,0,586.95
601161606,1,TB08,5340,2360,5223.91
601169306,1,TB11,500,500,244.56
601169306,1,TB08,1700,0,1663.04
601179201,1,TB09,4000,0,3913.04
601179201,1,TB11,500,0,248.61
601182301,1,TB02,516, ,1498.06
601182301,1,TB01,3000, ,8709.67
601182301,1,TB13,4000,0,1956.52
601182301,1,TB05,7000, ,20322.58
601182301,1,TB03,320, ,929.03
601182303,1,TB03,601, ,1744.83
601182303,1,TB02,487, ,1413.87
601182303,1,TB01,3000, ,8709.67
601182303,1,TB07,998, ,2897.41
601182304,1,TB03,551, ,1599.67
601182304,1,TB02,500, ,1451.61
601182304,1,TB08,1200,0,1173.91
601186901,1,TB01,3000, ,8709.67
601186901,1,TB10,600,600,586.95
601186901,1,TB03,32, ,92.9
601186901,1,TB02,240, ,696.77
601186901,1,TB13,850,850,415.76
601186902,1,TB01,700, ,2032.25
601186902,1,TB07,234, ,679.35
601186904,1,TB10,2050,950,2005.43
601186904,1,TB02,315, ,914.51
601186904,1,TB01,4000, ,11612.9
601186904,1,TB14,3000,500,1467.39
601186905,1,TB01,700, ,2032.25
601187802,1,TB13,4138,400,2035.08
601187802,1,TB01,1000, ,3000
601187802,1,TB02,157, ,471
601187802,1,TR13,2700,0,1327.86
601187802,1,TR08,600,300,586.95
601187802,1,TB07,129, ,387
601187802,1,TB04,150, ,450
601187802,1,TB03,201, ,603
601187803,1,TB13,38000,0,18688.52
601187803,1,TB08,2950,850,2885.86
601187806,1,TB03,170, ,510
601207401,1,TB10,760,0,743.47
601207401,1,TB08,1850,0,1809.78
601207401,1,TB07,861, ,2499.67
601213601,1,TB08,839,0,820.76
601213601,1,TR02,15, ,45
601213601,1,TB13,4000,0,1967.21
601213602,1,TB05,5000, ,15000
601213602,1,TB01,220, ,660
601213602,1,TR08,400,400,391.3
601213602,1,TB12,21000,6000,10327.86
601213602,1,TB10,2500,10,2445.65
601213602,1,TB08,3864,2064,3779.99
601213602,1,TB04,1855, ,5565
601213602,1,TB03,45, ,135
601213603,1,TB08,600,600,586.95
601252301,1,TB05,6000, ,17419.35
601252301,1,TB08,800,0,782.6
601252422,1,TB08,1700,0,1663.04
601252813,1,TB08,280,0,273.91
601252818,1,TR05,1520, ,4560
601277019,1,TB08,1560,0,1526.08
601277021,1,TB13,2600,0,1271.73
601277414,1,TB12,4000,0,1956.52
601277414,1,TB08,890,0,870.65
601277415,1,TB08,1890,0,1848.91
601277415,1,TB13,2400,0,1173.91
601277417,1,TB08,2230,0,2181.52
601277901,1,TB12,2030,0,992.93
601277901,1,TB08,2500,0,2445.65
601278602,1,TB08,4025,0,3937.49
601278602,1,TB11,3400,0,1672.13
601278711,1,TB08,740,0,723.91
601290815,1,TB03,192, ,576
601290815,1,TB02,440, ,1320
601290815,1,TB01,400, ,1200
601290815,1,TB09,2040,0,1995.65
601308005,1,TB05,1800, ,5225.8
601308219,1,TB08,948,948,927.39
601308219,1,TR08,948,948,927.39
601314309,1,TB08,4200,4200,4108.69
601314819,1,TB08,1200,1200,1173.91
601314819,1,TR08,180,180,176.08
601337205,1,TB08,3000,3000,2934.78
601337315,1,TB11,1200,1200,586.95
601349013,1,TB11,8000,0,3913.04
601349016,1,TB08,809,809,791.41
601349018,1,TB12,5000,0,2445.65
601349412,1,TB08,2000,0,1956.52
601353208,1,TB11,5700,5700,2834.25
601353209,1,TB12,1260,1260,626.51
601353702,1,TB05,1300, ,3900
601353702,3,TB08,110,110,107.6
601353702,3,TB02,199, ,597
601353702,3,TB03,278, ,834
601364020,1,TB11,5000,0,2445.65
601364022,1,TB11,13500,0,6603.26
601364417,1,TB11,4560,760,2230.43
601369602,1,TB11,900,900,442.62
601402309,1,TB02,218, ,632.9
601402309,1,TB03,332, ,963.87
601402501,1,TB12,14000,0,6847.82
601402504,1,TB02,619, ,1797.09
601402504,1,TB03,195, ,566.12
601402504,1,TB11,16000,0,7826.08
601409724,1,TB11,300,0,147.54
601452315,1,TB03,356, ,1033.54
601452315,1,TB02,442, ,1283.22
601452315,1,TB08,384,384,375.65
601467018,1,TB03,193, ,560.32
601467018,1,TB10,225,225,220.1
601467018,1,TB01,4000, ,11612.9
601467018,1,TB02,50, ,145.16
601467801,1,TB01,144, ,432
601482322,1,TB03,285, ,827.41
601482322,1,TB11,790,0,386.41
601482322,1,TB02,280, ,812.9
601482322,1,TB01,4000, ,11612.9
601482705,1,TB08,9000,5000,8804.34
601494313,1,TB08,356,156,348.26
601494507,1,TB08,2600,600,2543.47
601494508,1,TB11,1200,0,586.95
601494510,1,TB11,400,0,195.65
601504606,1,TB08,300,80,293.47
601504606,1,TB11,500,500,245.9
601508419,1,TB09,800,800,782.6
601508420,1,TB11,600,0,293.47
601508420,1,TB08,3720,2530,3639.13
601508813,1,TB08,1100,0,1076.08
601508818,1,TB08,700,0,684.78
601508818,1,TB12,7000,0,3442.62
601520619,1,TR08,1500,0,1467.39
601520619,1,TB08,1230,0,1203.26
601520619,1,TB10,760,760,743.47
601532001,1,TB05,9000, ,26129.03
601532610,2,TB13,45000,45000,22131.14
601536501,1,TB09,1050,0,1027.17
601536503,1,TB12,540,300,264.13
601536506,1,TB08,820,0,802.17
601536820,1,TB11,17000,17000,8360.65
601550001,1,TB03,600, ,1741.93
601553601,1,TB08,768,0,751.3
601553601,1,TB11,3500,3500,1721.31
601553605,1,TB08,3983,790,3896.41
660004004,1,TB12,1000,0,489.13
660004223,1,TB09,1400,0,1369.56
660004223,1,TB08,1500,1200,1467.39
660004223,1,TB04,180, ,522.58
660004611,1,TB11,7500,0,3688.52
660008503,1,TB08,600,0,586.95
660014721,1,TB05,2500, ,7500
660017619,1,TB08,200,100,195.65
660018207,2,TB04,400, ,1161.29
660018323,1,TB08,168,56,164.34
660018513,1,TB01,1200, ,3483.87
660018513,1,TB08,445,445,435.32
660018515,1,TB13,3900,0,1907.6
660019809,1,TB11,19000,0,9344.26
660019809,1,TB08,2450,2450,2396.73
660019809,1,TB13,6000,0,2950.81
660019812,1,TB08,1670,0,1633.69
660022305,1,TB05,2500, ,7258.06
660022811,1,TB02,39, ,117
660026002,1,TB08,1365,865,1335.32
660026223,1,TB02,545, ,1582.25
660026223,1,TB01,1000, ,2903.22
660026223,1,TB05,5600, ,16258.06
660026223,1,TB08,870,215,851.08
660026223,1,TB12,4800,0,2386.74
660026223,1,TB03,1238, ,3594.19
660026713,1,TB11,2500,0,1229.5
660026714,1,TB09,1040,0,1017.39
660027819,1,TB09,2600,2600,2543.47
660027914,1,TB08,800,0,782.6
660027914,1,TB02,352, ,1021.93
660027914,1,TB03,309, ,897.09
660027914,1,TB05,1200, ,3483.87
660027914,1,TB06,500, ,1451.61
660027914,1,TB07,3240, ,9406.45
660027916,1,TB11,200,0,97.82
660027918,1,TB05,995, ,2888.7
660027918,1,TB08,650,0,635.86
660027918,1,TB12,1300,1300,635.86
660029510,1,TB11,600,0,293.47
660029510,1,TB08,95,0,92.93
660030410,1,TB11,600,300,293.47
660030802,1,TB13,16500,0,8114.75
660031515,1,TB04,4900, ,14225.8
660034704,1,TB08,599,599,585.97
660034706,1,TB11,1080,180,531.14
660034706,1,TB12,1459,1459,717.54
660037018,2,TB08,1460,0,1428.26
660037413,1,TB13,16500,16500,8070.65
660037808,1,TB09,178,178,174.13
660037808,1,TB10,3500,3500,3423.91
660037808,1,TB13,19040,3240,9363.93
660037808,1,TR08,1500,700,1467.39
660037808,1,TB08,2294,1009,2244.13
660037808,1,TB05,2500, ,7500
660037808,1,TB11,4130,480,2031.14
660040019,3,TB11,340,0,166.3
660040020,1,TB08,190,190,185.86
660040023,1,TB08,1093,1093,1069.23
660040416,1,TB08,900,100,880.43
660042305,1,TB11,11000,0,5380.43
660043002,1,TB12,3500,0,1711.95
660043714,1,TB13,900,900,442.62
660043715,1,TB11,6000,0,2950.81
660044307,1,TB11,4000,4000,1956.52
660044502,1,TB08,3136,2236,3067.82
660044817,1,TB09,100,100,97.82
660047006,1,TB02,913, ,2650.64
660047006,1,TB01,6500, ,18870.96
660047006,1,TB09,130000,130000,127173.91
660047006,1,TB07,7500, ,21774.19
660047006,1,TB03,1513, ,4392.58
660047404,1,TB13,16000,0,7826.08
660047718,1,TB08,4200,0,4108.69
660047718,1,TB12,20300,0,9983.6
660047719,1,TB12,6000,0,2950.81
660047719,1,TB08,600,0,586.95
660049422,1,TB11,1600,0,782.6
660050209,1,TB09,3000,0,2934.78
660050320,1,TB13,4800,4800,2347.82
660054020,1,TB13,24000,0,11739.13
660054903,1,TB08,1500,0,1467.39
660058211,1,TB05,1200, ,3483.87
660058211,1,TB07,200, ,580.64
660058604,1,TB08,100,100,97.82
660062812,1,TB08,1625,1625,1589.67
660064219,1,TB08,1200,1200,1173.91
660064220,1,TB08,900,900,880.43
660065322,1,TB09,3700,500,3619.56
660065502,1,TB09,5500,0,5380.43
660067402,1,TB08,2090,1090,2044.56
660067403,1,TB12,6400,6400,3130.43
660067715,1,TB03,510, ,1530
660067715,1,TB01,1500, ,4500
660067715,1,TB05,4500, ,13500
660067715,1,TB02,688, ,2064
660067718,1,TB13,6500,0,3196.72
660067718,1,TB08,6000,0,5869.56
660069314,1,TB08,600,200,586.95
660071518,1,TB13,2300,0,1124.99
660076317,1,TB08,1431,100,1399.89
660076317,1,TB11,2100,0,1027.17
660078018,1,TB11,15599,0,7629.94
660078904,1,TB12,6000,0,2934.78
660082812,1,TB11,6580,0,3236.06
660083909,1,TB11,11000,0,5380.43
660084216,1,TB01,3500, ,10161.29
660084216,1,TB02,954, ,2769.67
660084216,1,TB03,680, ,1974.19
660084216,1,TB05,2350, ,6822.58
660084216,1,TB11,1149,1149,571.32
660084216,1,TB10,54,0,52.82
660084216,1,TB09,250,0,244.56
660084216,1,TB08,2125,2010,2078.8
660084216,1,TB07,2126, ,6172.25
660084224,1,TB11,2400,0,1193.37
660084609,1,TB02,730, ,2190
660084609,1,TB08,690,690,674.99
660084610,1,TB11,6000,0,2950.81
660084610,1,TB13,19800,19800,9737.7
660086003,1,TB08,200,200,195.65
660086610,1,TB08,545,0,533.15
660088912,1,TB11,4200,4200,2054.34
660088912,1,TB13,650,650,317.93
660090612,1,TB08,1140,0,1115.21
660091312,1,TB12,700,700,342.39
660093312,1,TB08,1060,1060,1036.95
660093312,1,TB10,375,200,366.84
660093312,1,TB03,660, ,1916.12
660093312,1,TB12,850,0,415.76
660093502,1,TB11,6000,0,2934.78
660093503,1,TB11,700,0,342.39
660093505,1,TB11,3000,600,1467.39
660093915,1,TB08,2650,0,2592.39
660095012,1,TB12,10000,10000,4891.3
660102209,1,TB11,4700,0,2337.01
660102511,1,TB08,2574,0,2518.04
660102512,1,TB11,7200,0,3521.73
660102512,1,TB13,46000,0,22499.99
660102512,1,TB12,7200,0,3521.73
660107611,1,TB13,17997,0,8850.98
660107611,1,TB08,1019,0,996.84
660113706,1,TB11,2000,0,983.6
660117322,1,TB11,2940,490,1438.04
660117416,1,TB11,600,0,293.47
660117910,1,TB08,1000,1000,978.26
660119206,1,TB08,300,300,293.47
660119507,1,TB08,360,360,352.17
660120013,1,TB11,3600,3600,1760.86
660120015,1,TB08,3540,3540,3463.04
660120016,1,TB08,800,800,782.6
660120016,1,TB05,1000, ,2903.22
660120622,2,TB11,765,153,376.22
700339302,1,TB01,4500, ,13064.51
700339302,1,TB02,147, ,426.77
700339302,1,TB03,180, ,522.58
700339302,1,TB04,1400, ,4064.51
700339302,1,TB05,3000, ,8709.67
700339302,1,TB14,35000,5000,17119.56
700339302,1,TB08,4750,400,4646.73
700339302,1,TB09,2240,0,2191.3
700339302,1,TB10,800,450,782.6
700339302,1,TB11,700,700,342.39
700339302,1,TB06,70, ,203.22
700339306,1,TB07,500, ,1451.61
700339306,1,TB03,730, ,2119.35
700339306,1,TB13,3540,3540,1731.52
700339306,1,TB14,3000,3000,1467.39
700339306,1,TR08,1800,1800,1760.86
700718302,1,TB02,524, ,1521.29
700718302,1,TB01,1500, ,4354.83
700718302,1,TB03,681, ,1977.09
700718302,1,TB07,650, ,1887.09
700895601,1,TB05,500, ,1500
701179801,1,TB11,750,0,368.85
701179801,1,TB08,1050,1050,1027.17
701179801,1,TB02,454, ,1362
701179801,1,TB05,2763, ,8289
701179801,1,TB03,730, ,2190
701217605,1,TB05,7600, ,22800
701217605,1,TB01,1000, ,3000
701217605,1,TB12,17200,0,8459.01
701217605,1,TB08,6100,3200,5967.39
701217605,1,TB07,1512, ,4536
701217605,1,TB13,4200,0,2065.57
701218702,1,TB08,2100,0,2054.34
701218702,1,TB01,3000, ,9000
701218702,1,TB14,6600,1100,3245.9
701223204,1,TB01,4000, ,11612.9
701223204,1,TB15,18000,2000,8950.27
701223204,1,TB03,378, ,1097.41
701223204,1,TB05,2000, ,5806.45
701223204,1,TB08,400,400,391.3
701223204,1,TB14,29220,3220,14529.28
701223204,1,TB06,1000, ,2903.22
701223204,1,TB02,192, ,557.41
701223204,1,TB07,1350, ,3919.35
701824603,1,TB04,500, ,1500
701827701,1,TB13,28200,4700,13868.85
701827703,2,TB12,11000,1000,5409.83
701913206,1,TB04,525, ,1524.19
701922503,1,TB01,700, ,2032.25
701922503,1,TB03,237, ,688.06
702006803,1,TB02,2000, ,6000
