folioviv,foliohog,clave,gasto,pago_mp,gasto_tri
2606073013,1,TB11,2850,0,1394.02
2606178319,1,TB11,300,0,146.73
2606178323,1,TB08,548,548,536.08
2606234904,1,TB11,7600,0,3717.39
2606234904,1,TB08,3513,0,3436.63
2606234904,1,TB01,890, ,2583.87
2606376214,1,TB08,2450,2200,2396.73
2606376218,1,TB08,7900,0,7728.26
2606376520,1,TB11,356,356,174.13
2606376523,1,TB12,325,325,158.96
2606401007,1,TB10,600,600,586.95
2606627816,1,TB11,200,0,98.36
2606627911,1,TB03,314, ,911.61
2606627911,1,TB02,426, ,1236.77
2606652004,1,TB01,5500, ,15967.74
2606652004,1,TB11,2000,0,978.26
2606652004,1,TR12,5000,0,2445.65
2606652714,1,TB03,440, ,1320
2606652714,1,TB08,700,700,684.78
2606652714,1,TB11,700,700,344.26
2606652714,1,TB02,819, ,2457
2660001918,1,TB09,2000,0,1956.52
2660110208,1,TB13,1500,300,745.85
2660110211,1,TB11,1000,100,497.23
2660207210,1,TB11,3800,0,1889.5
2660207210,1,TR08,8149,8149,7971.84
2660207210,1,TB08,10782,10782,10547.6
2660207513,1,TB05,200, ,580.64
2660207514,1,TR08,200,200,195.65
2660207514,1,TB08,260,260,254.34
2660223216,1,TB08,930,450,909.78
2660223216,1,TB03,377, ,1094.51
2660223707,1,TB11,17500,17500,8606.55
2660305212,1,TB13,2200,0,1093.92
2660305224,1,TB11,2200,0,1093.92
2660305517,1,TB08,1700,0,1663.04
2660314002,1,TB05,3000, ,8709.67
2660321916,1,TB03,180, ,522.58
2660334402,4,TB11,1000,0,489.13
2660334616,1,TB08,180,0,176.08
2660343301,1,TB03,247, ,717.09
2660343301,1,TB02,120, ,348.38
2660343419,1,TB12,360,0,176.08
2660349222,1,TB12,3040,608,1511.6
2660435014,1,TB11,14800,0,7239.13
2660435619,1,TB02,670, ,2010
2660435619,1,TB01,2000, ,6000
2660435619,1,TB03,839, ,2517
2660435801,1,TB08,480,0,469.56
2660435806,1,TB08,1960,0,1917.39
2660435806,1,TB13,2600,0,1278.68
2660451003,1,TB11,2400,0,1173.91
2660451003,1,TB08,2801,0,2740.1
2660451216,1,TB05,10700, ,31064.51
2660451216,1,TB11,26000,16000,12928.17
2660451216,1,TB02,685, ,1988.7
2660451216,1,TB14,30000,0,14917.12
2660451216,1,TB01,4000, ,11612.9
2660451216,1,TB12,16000,0,7955.8
2660451216,1,TB07,330, ,958.06
2660451216,1,TB08,13241,1611,12953.15
2660451216,1,TB10,2400,2400,2347.82
2660451216,1,TB03,1995, ,5791.93
2660451223,1,TB05,2388, ,6932.9
2660451223,1,TB03,146, ,423.87
2660451223,1,TB02,1699, ,4932.58
2660528410,1,TB11,15000,0,7336.95
2660675502,1,TB11,8000,0,3913.04
2660675505,1,TB08,140,140,136.95
2660675914,1,TB11,21000,0,10271.73
2660692401,1,TB09,900,0,880.43
2660692401,1,TB02,772, ,2241.29
2660692401,1,TB03,182, ,528.38
2660692401,1,TB01,4000, ,11612.9
2660692401,1,TB11,1200,0,586.95
2660692401,1,TB10,1170,1170,1144.56
2660692401,1,TB08,400,0,391.3
2660693922,1,TB08,550,550,538.04
2660719209,1,TB08,4625,4625,4524.45
2660719212,1,TR08,800,0,782.6
2660719212,1,TB08,310,0,303.26
2660719514,1,TB11,4800,0,2347.82
2660719514,1,TB08,900,0,880.43
2660735413,1,TB08,3325,1825,3252.71
2660735413,1,TB09,2000,0,1956.52
2700006603,1,TB07,380, ,1140
2700006603,1,TB08,1130,0,1105.43
2700006604,1,TR08,900,0,880.43
2700006606,1,TB11,4900,0,2409.83
2700151201,1,TB12,17000,0,8453.03
2700151202,1,TB03,719, ,2087.41
2700151202,1,TB02,326, ,946.45
2700151204,1,TB05,4000, ,11612.9
2700160503,1,TB08,900,0,880.43
2700177301,1,TB11,1200,0,586.95
2700177304,1,TB08,585,0,572.28
2700187705,1,TB04,3400, ,10200
2700187705,1,TR12,2400,100,1180.32
2700187705,1,TR07,350, ,1050
2700187705,1,TR04,2400, ,7200
2700187705,1,TR01,1000, ,3000
2700187705,1,TB14,5500,0,2704.91
2700187705,1,TB11,400,0,196.72
2700187705,1,TB10,774,288,757.17
2700187705,1,TB08,1500,0,1467.39
2700187705,1,TB07,700, ,2100
2700187705,1,TB03,100, ,300
2700206205,1,TB11,600,600,298.34
2700206205,1,TB05,2400, ,6967.74
2700206205,1,TB14,3451,575,1715.96
2700265504,1,TB07,900, ,2612.9
2700265504,1,TB05,2500, ,7258.06
2700265504,1,TB04,3360, ,9754.83
2700265504,1,TB10,6500,6500,6358.69
2700265504,1,TB08,800,0,782.6
2700427402,1,TB11,650,200,317.93
2700514201,1,TB08,1288,0,1259.99
2700514203,1,TB11,1300,430,646.4
2700588401,1,TB11,8458,1792,4137.06
2700588403,1,TB11,670,56,327.71
2700588406,1,TB12,800,0,391.3
2700588406,1,TB13,2800,0,1369.56
2700625702,1,TB11,14000,0,6885.24
2700709002,1,TB13,1800,1800,880.43
2700709002,1,TB09,240,0,234.78
2700709002,1,TB08,4300,0,4206.52
2700709002,1,TB05,2800, ,8129.03
2700709002,1,TB03,252, ,731.61
2700709002,1,TB01,3000, ,8709.67
2700709002,1,TB02,144, ,418.06
2700714203,1,TB04,15900, ,46161.29
2700714203,1,TB07,3000, ,8709.67
2700714203,1,TB03,491, ,1425.48
2700714203,1,TB02,282, ,818.7
2700714203,1,TB01,3000, ,8709.67
2700717606,1,TB08,2000,0,1956.52
2700717606,1,TB05,900, ,2700
2700721501,1,TB11,8500,1170,4157.6
2700721502,1,TB08,2948,2948,2883.91
2700721505,1,TB08,530,110,518.47
2700765301,1,TB08,899,0,879.45
2700787701,1,TB08,2340,2340,2289.13
2700795204,1,TB08,1010,1010,988.04
2700795204,1,TB11,8500,2834,4226.51
2700843801,1,TB11,2700,0,1327.86
2700843806,1,TB12,41000,8000,20163.93
2700919303,1,TB01,200, ,580.64
2700955005,1,TB09,4500,0,4402.17
2700963308,1,TB08,3900,650,3815.21
2700963309,1,TB08,2550,1200,2494.56
2701023204,1,TB08,850,850,831.52
2701094017,1,TB08,2950,0,2885.86
2701141415,1,TB11,2000,0,978.26
2701141810,1,TB01,350, ,1050
2701141904,1,TB05,2000, ,5806.45
2701141904,1,TB11,500,0,244.56
2701141904,1,TB13,1200,0,586.95
2701141905,1,TB11,16000,0,7826.08
2701141905,1,TB08,500,500,489.13
2701141906,1,TB13,3000,0,1467.39
2701177319,1,TB03,360, ,1045.16
2701177319,1,TB09,100,0,97.82
2701177319,1,TB06,50, ,145.16
2701177319,1,TB01,488, ,1416.77
2701177319,1,TB02,739, ,2145.48
2701177706,1,TB13,33000,0,16229.5
2701217807,1,TB09,100,100,97.82
2701217906,1,TB12,220,220,107.6
2701217906,1,TB11,3500,255,1711.95
2701267524,1,TB08,930,640,909.78
2701267601,1,TB11,1800,300,885.24
2701270815,1,TB08,800,0,782.6
2701270908,1,TB11,13000,0,6358.69
2701310607,1,TB08,4790,0,4685.86
2701329821,1,TB08,1650,1120,1614.13
2701329822,1,TB08,600,0,586.95
2701356723,1,TB11,500,0,245.9
2701356723,1,TB09,3000,0,2934.78
2701370507,1,TB01,2500, ,7258.06
2701370508,1,TB11,6000,0,2934.78
2701370921,1,TB12,3600,0,1760.86
2701370924,1,TB11,11000,0,5380.43
2701375015,1,TB11,5200,0,2543.47
2701375620,1,TB08,1350,0,1320.65
2701375801,1,TB08,250,0,244.56
2701375805,1,TB11,1500,0,737.7
2701375805,1,TB08,700,0,684.78
2701519005,1,TB11,700,0,342.39
2701519006,1,TB08,380,0,371.73
2701579604,1,TB11,5000,5000,2459.01
2701611306,1,TB04,300, ,870.96
2701638502,1,TB12,1056,0,516.52
2701638502,1,TB09,9500,9500,9293.47
2701638503,1,TB12,6000,6000,2934.78
2701638914,1,TB08,13950,0,13646.73
2701752315,1,TB02,339, ,984.19
2701752315,1,TB08,410,0,401.08
2701761201,1,TB04,5520, ,16025.8
2701761201,1,TB08,5449,2700,5330.54
2701761201,1,TB14,10000,10000,4972.37
2701761509,1,TB08,5350,5350,5233.69
2701761509,1,TB10,3290,1680,3218.47
2701761509,1,TB12,2000,500,978.26
2701761509,1,TB14,1100,1100,538.04
2701761509,1,TR08,1300,600,1271.73
2701761509,1,TR12,2000,600,978.26
2701761509,1,TB02,397, ,1152.58
2701761509,1,TB03,1633, ,4740.96
2701761510,1,TR03,200, ,580.64
2701761510,1,TR02,200, ,580.64
2701761510,1,TB06,40, ,116.12
2701761510,1,TB04,2900, ,8419.35
2701761510,1,TB03,738, ,2142.58
2701761510,1,TB02,609, ,1768.06
2701762014,1,TB08,150,0,146.73
2701762623,1,TB11,1500,0,737.7
2701853522,1,TB12,4000,0,1956.52
2701853523,1,TB12,9000,0,4402.17
2701853712,1,TB01,800, ,2400
2701860212,1,TB08,900,80,880.43
2701987204,1,TB04,900, ,2612.9
2702070601,1,TB08,530,265,518.47
2702070601,1,TB10,45,45,44.02
2702070605,1,TB10,150,50,146.73
2702070707,1,TB08,2720,0,2660.86
2702070709,1,TB08,2640,2640,2582.6
2702070712,1,TB07,200, ,600
2702070712,1,TB14,4992,832,2455.08
2702152401,1,TB08,8610,2090,8422.82
2702152401,1,TB11,600,600,293.47
2702152402,1,TB11,4000,4000,1956.52
2702152403,1,TB08,4960,3360,4852.17
2702172722,1,TB11,4200,0,2065.57
2702184214,1,TB11,18000,1200,8950.27
2702184214,1,TB12,6500,500,3232.04
2702184217,1,TB12,13000,0,6464.08
2702184601,1,TB11,20000,20000,9836.06
2702207307,1,TB08,660,97,645.65
2702207307,1,TB11,530,280,259.23
2702207914,1,TB11,1300,0,635.86
2702207916,1,TB11,700,700,342.39
2760076424,1,TB08,950,950,929.34
2760195512,1,TB08,2850,1620,2788.04
2760242018,1,TB11,4000,300,1956.52
2760242622,1,TB02,249, ,747
2760242622,1,TB08,2540,0,2484.78
2760264207,1,TB10,3000,3000,2934.78
2760264211,1,TB09,79,0,77.28
2760264320,1,TB11,12000,0,5869.56
2760264512,1,TB11,8000,0,3913.04
2760332514,1,TB13,15000,0,7336.95
2760459413,1,TB12,7000,0,3423.91
2760459416,1,TB11,6000,0,2934.78
2760459810,1,TB01,1000, ,3000
2760459810,1,TB13,1500,0,737.7
2760459810,1,TB11,4800,0,2360.65
2760510709,1,TB15,1200,300,590.16
2760602814,1,TB11,1000,500,491.8
2760602815,1,TB11,1500,500,737.7
2760649015,1,TB13,18000,300,8804.34
2760649423,1,TB12,600,400,293.47
2760649902,1,TB13,500,0,244.56
2760670419,1,TB08,1600,0,1565.21
2760687003,1,TB11,800,0,391.3
2760767501,1,TB08,2600,0,2543.47
2760767503,1,TB08,1400,0,1369.56
2760767504,1,TB08,600,0,586.95
2760767505,1,TB11,700,0,342.39
2760871706,1,TB11,700,0,344.26
2760879301,1,TB11,7442,0,3640.1
2760882724,1,TB12,2900,500,1426.22
2760882724,1,TB11,3900,700,1918.03
2760908225,1,TB08,500,0,489.13
2760960622,1,TB08,550,550,538.04
2761032208,1,TB11,210,70,104.41
2761032208,1,TB15,180,0,89.5
2761032704,1,TB11,7350,0,3614.75
2800100403,1,TB03,150, ,435.48
2800100403,1,TB08,2140,1640,2093.47
2800163605,1,TB08,5080,0,4969.56
2800163605,1,TB09,9900,0,9684.78
2800163605,1,TB11,800,800,393.44
2800687404,1,TB12,1500,0,733.69
2800687404,1,TB11,9000,1500,4402.17
2800687404,1,TB08,5000,5000,4891.3
2800687404,1,TB05,2400, ,6967.74
2800687404,1,TB04,3000, ,8709.67
2800687404,1,TB01,3500, ,10161.29
2800857403,1,TB01,2000, ,5806.45
2800857403,1,TB11,800,800,391.3
2800857403,1,TB07,500, ,1451.61
2800857404,1,TB13,3200,0,1565.21
2800857405,1,TB03,330, ,958.06
2800857405,1,TB01,3000, ,8709.67
2800857405,1,TB08,1100,1100,1076.08
2800857405,1,TB02,461, ,1338.38
2800857405,1,TB05,3000, ,8709.67
2800857405,1,TB13,1300,1300,635.86
2800998004,1,TB11,150,150,73.36
2801093803,1,TB11,9000,9000,4426.22
2801093803,1,TB08,750,0,733.69
2801093804,1,TB08,2200,0,2152.17
2801093806,1,TB08,205,85,200.54
2801213303,1,TB14,41400,5400,20249.99
2801213303,1,TB05,3800, ,11032.25
2801213303,1,TB03,694, ,2014.83
2801213303,1,TB02,342, ,992.9
2801213303,1,TB01,2000, ,5806.45
2801213303,1,TB07,6588, ,19126.45
2801419501,1,TB08,4023,0,3935.54
2801555402,1,TB08,3600,1200,3521.73
2801555404,1,TB12,11000,11000,5380.43
2802026804,1,TB02,388, ,1164
2802026804,1,TB03,646, ,1938
2802901304,1,TB11,200,100,97.82
2802972306,1,TB15,30000,5000,14673.91
2802972306,1,TB02,5215, ,15140.32
2802972306,1,TB03,7227, ,20981.61
2803205605,1,TB08,2500,0,2445.65
2803214201,1,TB12,4000,0,1988.95
2803672301,1,TB07,790, ,2293.54
2803963703,1,TR14,5000,0,2459.01
2803963703,1,TB10,13800,0,13499.99
2803963703,1,TB01,2000, ,6000
2803963703,1,TR08,14000,0,13695.65
2803963703,1,TB14,10000,0,4918.03
2804354602,1,TB08,500,500,489.13
2804354605,1,TB08,1800,1800,1760.86
2804647906,1,TB11,300,0,146.73
2804683006,1,TB01,500, ,1451.61
2804914604,1,TB01,300, ,900
2805003303,1,TR08,550,0,538.04
2805003303,1,TB08,550,0,538.04
2805028904,1,TB08,400,150,391.3
2805043401,1,TB08,1496,0,1463.47
2805043401,1,TB13,3500,0,1711.95
2805159404,1,TB08,1080,1080,1056.52
2805479206,1,TR08,500,0,489.13
2805479206,1,TB08,9486,6486,9279.78
2805484306,1,TB03,500, ,1451.61
2805484306,1,TB02,1400, ,4064.51
2805484306,1,TB01,6000, ,17419.35
2805484306,1,TR01,550, ,1596.77
2805484306,1,TB11,7000,0,3423.91
2805484306,1,TB10,5150,150,5038.04
2805484306,1,TB07,2500, ,7258.06
2805484306,1,TB12,1500,0,733.69
2805701601,1,TB09,3500,0,3423.91
2805894203,1,TB01,300, ,870.96
2805965905,1,TB08,1900,0,1858.69
2806054404,1,TB11,400,100,195.65
2806054406,1,TB07,914, ,2653.54
2806054406,1,TB08,425,425,415.76
2806255703,1,TB08,420,420,410.86
2806255706,1,TB11,2800,0,1377.04
2806406501,1,TB01,3000, ,8709.67
2806406501,1,TB08,1000,1000,978.26
2806472706,1,TB11,2000,2000,983.6
2806631403,1,TB12,4650,0,2274.45
2806631403,1,TB08,6850,850,6701.08
2806671204,1,TB01,500, ,1451.61
2806671204,1,TB02,500, ,1451.61
2806671204,1,TR01,1200, ,3483.87
2807004805,1,TB01,140, ,420
2807044203,1,TB01,400, ,1161.29
2807044203,1,TB08,3000,3000,2934.78
2807044203,1,TR01,200, ,580.64
2807044205,1,TB02,800, ,2322.58
2807044205,1,TB09,1200,1200,1173.91
2807044205,1,TB08,1500,1500,1467.39
2807044205,1,TB03,200, ,580.64
2807096305,1,TB08,2300,2300,2249.99
2807173002,1,TB08,960,960,939.13
2807173002,1,TB12,6400,0,3130.43
2807173002,1,TB11,800,0,391.3
2807548221,1,TB01,1800, ,5225.8
2807548221,1,TB09,850,850,831.52
2807548221,1,TB13,4000,0,1988.95
2807548221,1,TB14,5000,5000,2486.18
2807548221,1,TB08,10000,10000,9782.6
2807548609,1,TB08,700,300,684.78
2807577606,1,TB08,2500,450,2445.65
2807906402,1,TB13,740,740,361.95
2807927407,1,TB01,1000, ,2903.22
2807927407,1,TB02,2500, ,7258.06
2807927407,1,TB03,800, ,2322.58
2808094319,1,TB08,900,900,880.43
2808094323,1,TB11,8800,8800,4304.34
2808094323,1,TB08,1600,1600,1565.21
2808428302,1,TB01,3000, ,8709.67
2808428420,1,TB13,25000,25000,12228.26
2808428423,1,TB12,8000,0,3913.04
2808428909,1,TB01,2500, ,7258.06
2808428909,1,TB02,670, ,1945.16
2808428909,1,TB14,8000,0,3913.04
2808428909,1,TB13,11602,0,5674.89
2808428909,1,TB12,350,350,171.19
2808428909,1,TB08,1750,0,1711.95
2808428909,1,TB07,2800, ,8129.03
2808428909,1,TB05,4000, ,11612.9
2808428909,1,TB04,450, ,1306.45
2808428909,1,TB03,730, ,2119.35
2860043605,1,TB08,100,50,97.82
2860199324,1,TB11,10000,0,4891.3
2860199514,1,TR01,150, ,435.48
2860199514,1,TB01,1500, ,4354.83
2860199514,1,TB02,278, ,807.09
2860199514,1,TB03,236, ,685.16
2860267910,1,TB11,1400,1400,684.78
2860528017,1,TB11,9599,850,4695.16
2860528018,1,TB11,2500,0,1222.82
2860528019,1,TB08,280,0,273.91
2900019201,1,TB08,7976,1200,7802.6
2900019201,1,TR03,280, ,812.9
2900019201,1,TB01,3000, ,8709.67
2900019201,1,TB02,729, ,2116.45
2900019201,1,TR01,600, ,1741.93
2900019201,1,TB03,779, ,2261.61
2900026604,1,TB11,17800,12000,8754.09
2900026604,1,TB09,420,0,410.86
2900053304,1,TB04,7400, ,21483.87
2900053304,1,TB08,360,360,352.17
2900072204,1,TB12,720,240,358.01
2900136901,1,TB02,306, ,888.38
2900136901,1,TB03,160, ,464.51
2900136901,1,TB04,600, ,1741.93
2900136901,1,TB01,300, ,870.96
2900183902,1,TB09,600,200,586.95
2900183902,1,TB11,2250,375,1100.54
2900185218,1,TB03,247, ,717.09
2900236702,1,TB03,1400, ,4200
2900236706,1,TB02,1075, ,3225
2900236706,1,TB03,345, ,1035
2900298202,1,TR08,530,0,518.47
2900298202,1,TB08,260,260,254.34
2900318820,1,TB11,1500,250,737.7
2900362806,1,TB08,1000,0,978.26
2900493605,1,TB11,10000,0,4918.03
2900522505,1,TB08,1350,550,1320.65
2900613802,1,TB08,1000,1000,978.26
2900613803,2,TB08,800,0,782.6
2900613803,2,TB09,700,0,684.78
2900691405,1,TB08,4970,4970,4861.95
2900691405,1,TR08,600,600,586.95
2900697602,1,TB11,1500,750,737.7
2900699702,1,TB08,3440,3440,3365.21
2900699702,1,TB12,200,200,98.36
2900699702,1,TB10,1800,1800,1760.86
2900699703,1,TB08,800,800,782.6
2900699703,1,TB05,2200, ,6600
2900699703,1,TB04,6780, ,20340
2900699703,1,TB03,750, ,2250
2900699703,1,TB12,16000,0,7868.85
2900699703,1,TB11,16500,0,8114.75
2900699705,1,TB07,900, ,2700
2900699705,1,TB03,350, ,1050
2900699705,1,TB02,640, ,1920
2900724303,1,TB08,2700,0,2641.3
2900751901,1,TB01,6000, ,17419.35
2900751901,1,TB02,607, ,1762.25
2900751901,1,TR01,1000, ,2903.22
2900751901,1,TB13,25000,0,12228.26
2900751901,1,TB12,10000,0,4891.3
2900751901,1,TB11,700,700,342.39
2900751901,1,TB10,13300,6300,13010.86
2900751901,1,TB08,7500,0,7336.95
2900751901,1,TB07,2160, ,6270.96
2900751901,1,TB05,4000, ,11612.9
2900751901,1,TB03,692, ,2009.03
2900755801,1,TB11,3600,1200,1770.49
2900796602,1,TB08,400,400,391.3
2900837202,1,TB09,110,110,107.6
2900837202,1,TB02,469, ,1361.61
2900837202,1,TR09,220,220,215.21
2900837202,1,TB08,4300,750,4206.52
2900837202,1,TB05,800, ,2322.58
2900850304,2,TB08,490,0,479.34
2900873005,1,TB05,4000, ,11612.9
2900922703,1,TB08,1780,1780,1741.3
2900922706,1,TB08,1200,1200,1173.91
2900922706,1,TB01,2000, ,6000
2901025423,1,TB08,1000,100,978.26
2901025912,1,TB08,1300,0,1271.73
2901043505,1,TB05,234, ,679.35
2901043505,1,TB08,300,300,293.47
2901097401,1,TB12,716,358,350.21
2901239207,1,TB11,1500,750,745.85
2901239322,1,TB11,1800,0,880.43
2901239322,1,TB08,500,150,489.13
2901239518,1,TB08,2250,2250,2201.08
2901241415,1,TR13,850,0,415.76
2901241415,1,TB05,1800, ,5225.8
2901241415,1,TB13,2250,0,1100.54
2901241901,1,TB09,1305,0,1276.63
2901247214,1,TB13,1400,0,696.13
2901284402,1,TB13,600,0,293.47
2901284406,1,TB09,1650,1650,1614.13
2901321703,1,TB08,4180,4180,4089.13
2901326203,1,TB02,435, ,1262.9
2901326203,1,TB03,1355, ,3933.87
2901326203,1,TB08,3275,1630,3203.8
2901326315,2,TB10,9000,0,8804.34
2901326315,2,TB08,7249,7249,7091.41
2901326315,1,TB08,1537,0,1503.58
2901328202,1,TB12,1872,312,930.82
2901337504,1,TB03,314, ,911.61
2901337504,1,TB02,45, ,130.64
2901357403,1,TB09,32400,0,31695.65
2901357403,1,TB08,16950,4250,16581.52
2901380303,1,TB08,1250,500,1222.82
2901380303,1,TB05,475, ,1379.03
2901457602,1,TR08,3900,1400,3815.21
2901563401,1,TB02,160, ,464.51
2901563401,1,TB03,40, ,116.12
2901563401,1,TB08,700,700,684.78
2901563401,1,TB09,70,70,68.47
2901571605,1,TB12,900,900,442.62
2901584802,1,TB08,350,0,342.39
2901664701,1,TB11,5600,0,2754.09
2901664701,1,TB12,8000,0,3934.42
2901799806,1,TB11,18000,0,8852.45
2901832505,1,TB12,4000,4000,1956.52
2901832505,1,TB11,2200,600,1076.08
2901856605,1,TB08,100,100,97.82
2901860704,1,TB08,3200,1000,3130.43
2901860704,1,TR08,500,0,489.13
2901864204,1,TB02,449, ,1303.54
2901885901,1,TB13,5600,0,2739.13
2901885901,1,TB10,180,180,176.08
2901950301,1,TB05,430, ,1248.38
2901965902,1,TB05,600, ,1741.93
2902072405,1,TB08,150,150,146.73
2902083004,1,TB03,850, ,2467.74
2902083004,1,TB08,1650,0,1614.13
2902083006,1,TB08,720,460,704.34
2960003303,1,TR01,500, ,1451.61
2960003419,1,TB08,1470,1470,1438.04
2960022716,1,TB11,2250,250,1106.55
2960063818,1,TB03,650, ,1950
2960063818,1,TB02,550, ,1650
2960104509,1,TB08,800,800,782.6
2960104509,1,TB01,6000, ,17419.35
2960160207,1,TB08,820,410,802.17
2960160319,1,TB11,1500,750,733.69
2960160516,1,TB13,6000,1500,2934.78
2960161812,1,TB08,1300,400,1271.73
2960162903,1,TB13,2400,0,1173.91
2960213324,1,TB03,278, ,807.09
2960213325,1,TB12,7000,0,3423.91
2960219221,1,TB13,720,240,358.01
3000153702,1,TB08,1050,0,1027.17
3000153703,1,TB03,350, ,1050
3000153703,1,TB08,7343,558,7183.36
3000153703,1,TB01,1500, ,4500
3000159006,1,TB08,3000,3000,2934.78
3000159006,1,TB13,1700,0,831.52
3000159006,1,TB03,6200, ,17999.99
3000159006,1,TB02,2750, ,7983.87
3000395602,1,TB08,2500,0,2445.65
3000395602,1,TB12,900,0,442.62
3000962402,1,TB04,260, ,754.83
3000962402,1,TB02,368, ,1068.38
3000962402,1,TB05,400, ,1161.29
3001068501,1,TB05,2500, ,7258.06
3001068501,1,TB08,3750,2900,3668.47
3001068501,1,TB11,1100,1100,538.04
3001068502,1,TB05,1500, ,4354.83
3001068504,1,TB02,229, ,664.83
3001068504,1,TB03,440, ,1277.41
3001068504,1,TB08,1250,1250,1222.82
3001189306,1,TB02,990, ,2874.19
3001189306,1,TR01,7380, ,21425.8
3001189306,1,TB10,620,0,606.52
3001189306,1,TB08,2150,0,2103.26
3001189306,1,TB03,615, ,1785.48
3001189306,1,TB01,4800, ,13935.48
3001379505,1,TB11,580,0,283.69
3001379505,1,TB08,3850,2640,3766.3
3001379506,1,TB08,6000,1900,5869.56
3001510705,1,TB10,2970,2970,2905.43
3001510705,1,TB08,650,0,635.86
3001515203,1,TB08,5700,2700,5576.08
3001823303,1,TB02,120, ,348.38
3001862506,1,TB09,8300,0,8119.56
3001862506,1,TB08,2929,2929,2865.32
3001997801,1,TB08,1750,0,1711.95
3001997803,1,TB01,1000, ,3000
3001997803,1,TB08,2120,0,2073.91
3002146302,1,TB08,820,700,802.17
3002146302,1,TB03,360, ,1045.16
3002146302,1,TB02,778, ,2258.7
3002146304,1,TB08,1200,0,1173.91
3002244402,1,TB11,4200,700,2054.34
3002244405,1,TB05,1200, ,3483.87
3002250703,1,TB12,18000,0,8852.45
3002250703,1,TB13,1200,1200,590.16
3002250703,1,TB08,3600,3600,3521.73
3002250703,1,TB05,2000, ,6000
3002250703,1,TB03,77, ,231
3002250703,1,TB02,177, ,531
3002268001,1,TR11,1500,0,733.69
3002475005,1,TB11,1600,0,782.6
3002507202,1,TB08,2300,0,2249.99
3002507202,1,TB09,1200,0,1173.91
3002507203,1,TB13,4000,0,1988.95
3002507203,1,TB08,5400,0,5282.6
3002507203,1,TB11,12000,0,5966.85
3002507205,1,TB08,10800,0,10565.21
3002815305,1,TB08,2110,2110,2064.13
3002815305,1,TB04,600, ,1741.93
3003239701,1,TB08,3200,0,3130.43
3003239703,1,TB08,240,80,234.78
3003239704,1,TB08,342,171,334.56
3003292001,1,TB08,400,300,391.3
3003379706,1,TB11,1716,572,843.93
3003408201,1,TB08,3300,800,3228.26
3003422805,1,TB08,3100,0,3032.6
3003575404,1,TB13,214000,214000,104673.91
3003575404,1,TB11,5000,0,2445.65
3003702505,1,TB11,980,980,479.34
3003723003,1,TB11,9000,200,4402.17
3003723005,1,TB08,2660,480,2602.17
3003753605,1,TB05,600, ,1800
3004083601,1,TB02,360, ,1080
3004083601,1,TB08,3280,1280,3208.69
3004091704,1,TB07,200, ,600
3004091704,1,TB12,4000,0,1967.21
3004091704,1,TB11,1200,1200,590.16
3004091704,1,TB09,200,200,195.65
3004091704,1,TB05,1400, ,4200
3004091704,1,TB08,75,75,73.36
3004091705,1,TB01,400, ,1200
3004091705,1,TB04,300, ,900
3004091705,1,TR01,300, ,900
3004091705,1,TB08,1500,1500,1467.39
3004225502,1,TB08,2270,0,2220.65
3004236202,1,TB12,500,56,248.61
3004236202,1,TB11,4750,527,2361.87
3004236202,1,TB08,17736,0,17350.43
3004283501,1,TB08,600,0,586.95
3004400203,1,TB10,2968,881,2903.47
3004652403,1,TB08,1040,0,1017.39
3004680903,1,TB03,1066, ,3094.83
3004680903,1,TB02,454, ,1318.06
3004680903,1,TB01,2400, ,6967.74
3004680903,1,TB04,180, ,522.58
3004680903,1,TB10,550,0,538.04
3004680903,1,TB12,120,0,58.69
3004680903,1,TB11,1049,0,513.09
3004680903,1,TR01,1240, ,3599.99
3004680903,1,TB08,4863,2820,4757.28
3004680903,1,TB05,1280, ,3716.12
3004823801,1,TB11,5000,0,2459.01
3004845001,1,TB05,6500, ,18870.96
3004845001,1,TB08,2457,799,2403.58
3004845001,1,TB09,2400,2400,2347.82
3004845001,1,TB11,1698,1698,830.54
3004845001,1,TB03,370, ,1074.19
3004845001,1,TB02,609, ,1768.06
3005176022,1,TB08,80,80,78.26
3005380503,1,TR08,200,0,195.65
3005380503,1,TB08,2669,2669,2610.97
3005559616,1,TB11,16400,0,8065.57
3005559618,1,TB11,7500,0,3688.52
3005875205,1,TB11,3100,3100,1541.43
3005875507,1,TB12,11000,11000,5380.43
3005875919,1,TB11,300,150,146.73
3005875923,1,TB11,300,300,146.73
3005875924,1,TB11,1100,200,538.04
3005954619,1,TB11,9000,9000,4426.22
3005954619,1,TB12,250,0,122.95
3006397518,1,TB11,4080,0,1995.65
3006432301,1,TB12,6000,0,2934.78
3006479213,1,TB13,1800,0,895.02
3006479522,1,TB04,1800, ,5225.8
3006479522,1,TB05,1520, ,4412.9
3006479522,1,TB08,2530,1600,2474.99
3006479522,1,TB09,450,0,440.21
3006479522,1,TB02,588, ,1707.09
3006479522,1,TB03,614, ,1782.58
3006652301,1,TB08,1100,0,1076.08
3006756301,1,TB11,1400,280,684.78
3006756422,1,TB08,4000,3250,3913.04
3006756422,1,TB03,1500, ,4354.83
3007386704,1,TB10,600,600,586.95
3007386704,1,TB08,1667,0,1630.76
3007386704,1,TB03,1206, ,3618
3008030404,1,TB09,600,300,586.95
3008030406,1,TB08,300,300,293.47
3008030618,1,TB08,3500,0,3423.91
