folioviv,foliohog,numren,id_trabajo,tipoact,cose_cria,prep_deriv,otro_pago,fpago_1,fpago_2,fpago_3,fpago_4,fpago_5,fpago_6,fpago_7,fpago_8,nofpago,t_emp,h_emp,m_emp,t_cpago,h_cpago,m_cpago,t_ispago,h_ispago,m_ispago,t_nispago,h_nispago,m_nispago,valrema,valproc,apoyo,apoyo_1,apoyo_2,apoyo_3,apoyo_4,apoyo_5,apoyo_6,apoyo_7,apoyo_8,procampo,mesproc,progan,mesprogan,reg_not,reg_cont,ventas,autocons,otrosnom,gasneg,ventas_tri,auto_tri,otros_tri,gasto_tri,ing_tri,ero_tri
1360622005,1,2,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,8000,4300,2, , , , , , , , , , , , ,2,4,4000,0,0,2300,978.26,0,0,562.49,413.8,0
1360622218,1,2,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,3000,2, , , , , , , , , , , , ,2,4,0,121,0,2500,0,30.08,0,621.54,0,590.71
1360622220,1,1,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,6000,3200,2, , , , , , , , , , , , ,2,4,3000,1448,0,1536,745.85,359.99,0,381.87,721.98,0
1360622606,1,2,2,5,1,2,2, , , , , , , , ,1,0, , , , , , , , , , , ,3000,3000,2, , , , , , , , , , , , ,2,4,0,0,300,340,0,0,73.77,83.6,0,8.85
1360622712,1,1,1,4,1, ,2, , , , , , , , ,1,1,1,0,1,1,0,0, , ,0, , , , ,2, , , , , , , , , , , , ,2,4,0,8610,0,4896,0,2117.21,0,1203.93,911.8,0
1360622712,1,1,1,5,1,2,2, , , , , , , , ,1,0, , , , , , , , , , , ,18500,1750,2, , , , , , , , , , , , ,2,4,0,0,0,1200,0,0,0,295.08,0,295.08
1360622714,1,1,2,5,1,2,2, , , , , , , , ,1,0, , , , , , , , , , , ,8000, ,2, , , , , , , , , , , , ,2,4,0,0,0,7200,0,0,0,1770.49,0,1770.49
1360622715,1,1,2,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , ,300,1, , , , , , , ,90, , , , ,2,4,0,100,0,0,0,24.59,0,0,23.6,0
1360671201,1,1,1,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,4,0,482,0,0,0,119.83,0,0,119.33,0
1360671201,1,1,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1150,30,2, , , , , , , , , , , , ,2,4,490,666,0,500,121.82,165.58,0,124.3,161.1,0
1360671202,1,1,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,4,0,575,0,0,0,142.95,0,0,140.22,0
1360671202,1,1,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,310, ,2, , , , , , , , , , , , ,2,4,0,120,0,100,0,29.83,0,24.86,2.98,0
1360671203,1,1,2,9,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,4,2520,1520,0,0,626.51,377.9,0,0,1002.43,0
1360671203,1,2,1,5,1,2,2, , , , , , , , ,1,0, , , , , , , , , , , , ,700,2, , , , , , , , , , , , ,2,4,0,0,0,432,0,0,0,107.4,0,107.4
1360671204,1,1,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,4,0,1000,0,0,0,248.61,0,0,247.62,0
1360671204,1,1,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,560,6340,2, , , , , , , , , , , , ,2,4,0,180,0,150,0,44.75,0,37.29,5.96,0
1360671205,1,1,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,5000,2, , , , , , , , , , , , ,2,4,0,2400,0,0,0,596.68,0,0,596.68,0
1360671205,1,2,2,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,4,0,2120,0,500,0,527.07,0,124.3,402.76,0
1360671222,1,1,1,4,1, ,2, , , , , , , , ,7,0, , , , , , , , , , , , ,500,2, , , , , , , , , , , , ,2,4,0,1530,0,0,0,380.38,0,0,378.89,0
1360671222,1,1,1,5,1,2,2, , , , , , , , ,2,0, , , , , , , , , , , ,3000,800,2, , , , , , , , , , , , ,2,4,0,6000,0,2000,0,1491.71,0,497.23,993.48,0
1360671222,1,3,1,9,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,4,3040,2440,0,200,755.8,606.62,0,49.72,1312.7,0
1360671223,1,1,1,4,1, ,2, , , , , , , , ,2,1,1,0,1,1,0,0, , ,0, , , ,2035,2, , , , , , , , ,1600,6, , ,2,4,400,1505,0,520,99.44,374.17,0,129.28,343.09,0
1360671223,1,1,1,5,1,1,2, , , , , , , , ,2,0, , , , , , , , , , , ,100,270,2, , , , , , , , , , , , ,2,4,0,900,0,0,0,223.75,0,0,223.75,0
1360671224,1,1,1,4,1, ,2, , , , , , , , ,2,3,3,0,0, , ,0, , ,3,3,0, ,3590,2, , , , , , , , , , , , ,2,2,0,3313,0,220,0,823.67,0,54.69,766.74,0
1360671224,1,2,2,5,1,1,2, , , , , , , , ,2,0, , , , , , , , , , , ,1220,200,2, , , , , , , , , , , , ,2,4,84,924,0,340,20.88,229.72,0,84.53,164.08,0
1360671225,1,1,1,4,1, ,2, , , , , , , , ,2,0, , , , , , , , , , , , ,1550,2, , , , , , , , , , , , ,2,4,0,1506,0,0,0,374.41,0,0,372.92,0
1360671315,1,1,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,750, ,2, , , , , , , , , , , , ,2,4,0,1110,0,2880,0,271.46,0,704.34,0,431.41
1360671509,1,1,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,4,0,870,0,0,0,212.77,0,0,211.3,0
1360671510,1,1,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,180,2, , , , , , , , , , , , ,2,4,0,1015,0,200,0,248.23,0,48.91,196.63,0
1360671510,1,1,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,7800, ,2, , , , , , , , , , , , ,2,4,0,1980,0,3220,0,484.23,0,787.49,0,302.28
1360671917,1,1,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , , ,2000,2, , , , , , , , , , , , ,2,4,2300,0,0,2362,562.49,0,0,577.66,0,14.67
1360700306,1,1,1,4,1, ,2, , , , , , , , ,6,3,2,1,0, , ,3,2,1,0, , , ,62650,2, , , , , , , , ,2600,8, , ,2,4,0,0,0,18600,0,0,0,4548.91,0,4548.91
1360700306,1,1,1,5,1,2,2, , , , , , , , ,6,3,2,1,0, , ,3,2,1,0, , ,35000,13500,2, , , , , , , , , , , , ,2,4,0,0,0,32000,0,0,0,7826.08,0,7824.13
1360700307,1,1,1,4,1, ,2, , , , , , , , ,6,3,0,3,0, , ,2,0,2,1,0,1, ,2000,2, , , , , , , , ,2700,7, , ,2,4,3600,500,0,3900,880.43,122.28,0,953.8,46.95,0
1360700307,1,1,1,5,1,1,2, , , , , , , , ,6,3,0,3,0, , ,2,0,2,1,0,1,10000,2000,2, , , , , , , , , , , , ,2,4,2000,1280,0,5125,489.13,313.04,0,1253.39,0,449.02
1360700309,1,1,2,4,1, ,2, , , , , , , , ,6,2,1,1,0, , ,2,1,1,0, , , ,20000,2, , , , , , , , ,4500,3, , ,2,4,3600,0,0,11500,880.43,0,0,2812.49,0,1931.08
1360700309,1,1,2,5,1,2,2, , , , , , , , ,6,2,1,1,0, , ,2,1,1,0, , ,37500,10800,2, , , , , , , , , , , , ,2,4,0,0,0,0,0,0,0,0,0,0
1360700310,1,1,2,5,1,1,2, , , , , , , , ,6,3,0,3,0, , ,3,0,3,0, , ,18000,9000,2, , , , , , , , , , , , ,2,4,6000,1200,0,5350,1467.39,293.47,0,1308.42,451.95,0
1360700321,1,1,1,4,2,1,2, , , , , , , , ,2,1,1,0,0, , ,0, , ,1,1,0,12000,600,1, , , , , , , , ,4600,8, , ,2,4,0,0,0,600,0,0,0,146.73,0,146.73
1360700321,1,1,1,8,1, ,2, , , , , , , , ,2,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,4,0,400,0,0,0,97.82,0,0,96.84,0
1360700324,1,1,2,4,2,1,2, , , , , , , , ,2,0, , , , , , , , , , , ,8250,500,2, , , , , , , , , , , , ,2,4,0,0,0,250,0,0,0,61.14,0,58.69
1360700324,1,1,2,8,1, ,2, , , , , , , , ,2,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,4,400,400,0,0,97.82,97.82,0,0,193.69,0
1360700324,1,2,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,9700,1200,2, , , , , , , , , , , , ,2,3,12600,2790,0,8490,3081.52,682.33,0,2076.35,1687.49,0
1360700325,1,3,1,5,1,1,2, , , , , , , , ,6,2,2,0,0, , ,2,2,0,0, , ,14730,72,2, , , , , , , , , , , , ,2,4,2080,1506,0,9261,508.69,368.31,0,2264.91,0,1385.21
1360700501,1,1,1,4,1, ,2, , , , , , , , ,6,1,1,0,1,1,0,0, , ,0, , , ,3000,2, , , , , , , , ,6000,7, , ,2,4,0,0,0,5000,0,0,0,1222.82,0,1220.86
1360700501,1,1,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,3200,1000,2, , , , , , , , , , , , ,2,4,3000,0,0,5700,733.69,0,0,1394.02,0,660.32
1360700501,1,2,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,800, ,2, , , , , , , , , , , , ,2,4,0,1520,0,960,0,371.73,0,234.78,134.99,0
1360700504,1,1,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,4,0,0,0,2200,0,0,0,538.04,0,537.06
1360700505,1,1,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,4,0,105,0,1450,0,25.67,0,354.61,0,328.69
1360700816,1,1,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,4000,2, , , , , , , , , , , , ,2,4,0,0,0,9600,0,0,0,2360.65,0,2360.65
1360700816,1,1,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,7000,9600,2, , , , , , , , , , , , ,2,4,36000,3000,0,26700,8852.45,737.7,0,6565.57,3024.59,0
1360700817,1,1,2,5,1,1,2, , , , , , , , ,6,1,1,0,0, , ,0, , ,1,1,0,11000, ,2, , , , , , , , , , , , ,2,4,0,0,0,34000,0,0,0,8360.65,0,8359.67
1360700818,1,1,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,4500,4200,2, , , , , , , , , , , , ,2,4,30,0,0,190,7.37,0,0,46.72,0,38.36
1360700819,1,1,1,5,1,2,2, , , , , , , , ,5,1,0,1,0, , ,1,0,1,0, , ,22500,5100,2, , , , , , , , , , , , ,2,4,37500,0,0,95700,9221.31,0,0,23532.78,0,14311.47
1360700820,1,1,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1220,960,2, , , , , , , , , , , , ,2,4,2160,210,600,2760,531.14,51.63,147.54,678.68,50.16,0
1360700911,1,1,2,4,1, ,2, , , , , , , , ,6,2,1,1,0, , ,1,0,1,1,1,0, ,18000,2, , , , , , , , , , , , ,2,4,0,2000,0,7000,0,489.13,0,1711.95,0,1220.86
1360700911,1,1,2,5,1,2,2, , , , , , , , ,2,1,0,1,0, , ,1,0,1,0, , ,22500, ,2, , , , , , , , , , , , ,2,4,50000,2500,0,11800,12228.26,611.41,0,2885.86,9951.84,0
1360700915,1,1,2,4,1, ,2, , , , , , , , ,7,1,0,1,0, , ,1,0,1,0, , ,300,10000,2, , , , , , , , ,4200,7, , ,2,4,0,1420,0,1100,0,347.28,0,269.02,76.3,0
1360700915,1,1,2,5,1,1,2, , , , , , , , ,1,1,0,1,0, , ,1,0,1,0, , ,6060,950,2, , , , , , , , , , , , ,2,4,0,540,0,250,0,132.06,0,61.14,70.43,0
1360755013,1,3,1,4,1, ,2, , , , , , , , ,6,8,8,0,7,7,0,1,1,0,0, , , ,3000,2, , , , , , , , , , , , ,2,4,0,16664,0,3600,0,4075.43,0,880.43,3193.04,0
1360755013,1,4,1,4,1, ,2, , , , , , , , ,5,12,12,0,12,12,0,0, , ,0, , , ,11113,2, , , , , , , , , , , , ,2,4,1304,2075,0,1685,318.91,507.47,0,412.09,413.8,0
1360755013,1,4,1,5,1,1,2, , , , , , , , ,5,1,0,1,0, , ,1,0,1,0, , ,11640,550,2, , , , , , , , , , , , ,2,4,6350,2125,0,0,1552.98,519.7,0,0,2071.95,0
1360755014,1,1,1,4,1, ,2, , , , , , , , ,7,5,5,0,5,5,0,0, , ,0, , ,183,4930,2, , , , , , , , , , , , ,2,4,0,51,0,3000,0,12.47,0,733.69,0,719.02
1360755014,1,1,1,5,1,2,2, , , , , , , , ,5,0, , , , , , , , , , , ,8300, ,2, , , , , , , , , , , , ,2,4,3500,3800,0,720,855.97,929.34,0,176.08,1608.26,0
1360755014,1,1,1,7,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,4,500,500,0,0,122.28,122.28,0,0,243.58,0
1360755015,1,2,1,5,1,2,2, , , , , , , , ,5,1,0,1,0, , ,1,0,1,0, , ,600,40,2, , , , , , , , , , , , ,2,4,320,380,100,800,78.26,92.93,24.45,195.65,0,0
1360755016,1,1,1,4,1, ,2, , , , , , , , ,5,13,13,0,0, , ,0, , ,13,13,0, ,1625,2, , , , , , , , , , , , ,2,4,20,1710,0,0,4.89,418.2,0,0,422.6,0
1360755016,1,2,1,4,1, ,2, , , , , , , , ,7,0, , , , , , , , , , , , ,200,2, , , , , , , , , , , , ,2,4,0,25,0,0,0,6.11,0,0,5.86,0
1360755016,1,2,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,920,650,2, , , , , , , , , , , , ,2,4,1960,8440,0,0,479.34,2064.13,0,0,2541.52,0
1360755017,1,2,2,5,1,2,2, , , , , , , , ,6,4,4,0,4,4,0,0, , ,0, , ,121000,80000,2, , , , , , , , , , , , ,2,4,50000,0,0,11060,12228.26,0,0,2704.89,9523.36,0
1360755018,1,1,1,4,1, ,2, , , , , , , , ,2,4,4,0,4,4,0,0, , ,0, , ,20000, ,2, , , , , , , , , , , , ,2,4,11500,10700,0,26400,2812.49,2616.84,0,6456.52,0,1027.17
1360755018,1,1,1,5,1,1,2, , , , , , , , ,2,1,0,1,0, , ,1,0,1,0, , ,3800,60,2, , , , , , , , , , , , ,2,4,0,1080,0,100,0,264.13,0,24.45,237.71,0
1360755407,1,2,1,4,1, ,2, , , , , , , , ,2,0, , , , , , , , , , , ,450,3000,2, , , , , , , , , , , , ,2,4,380,23492,0,410,92.93,5745.32,0,100.27,5737.49,0
1360755408,1,2,1,4,1, ,2, , , , , , , , ,4,1,1,0,1,1,0,0, , ,0, , , ,4540,2, , , , , , , , , , , , ,2,4,0,2042,0,450,0,499.4,0,110.05,387.39,0
1360755408,1,2,1,5,1,1,2, , , , , , , , ,2,0, , , , , , , , , , , ,300,2040,2, , , , , , , , , , , , ,2,4,400,400,0,0,97.82,97.82,0,0,193.69,0
1360755410,1,2,1,4,1, ,2, , , , , , , , ,2,3,3,0,2,2,0,1,1,0,0, , , ,2000,2, , , , , , , , , , , , ,2,4,690,1720,0,946,168.74,420.65,0,231.35,358.04,0
1360755410,1,2,1,5,1,1,2, , , , , , , , ,2,0, , , , , , , , , , , ,200,705,2, , , , , , , , , , , , ,2,4,110,138,0,330,26.9,33.74,0,80.7,0,17.6
1360755411,1,1,1,4,1, ,2, , , , , , , , ,2,0, , , , , , , , , , , , ,800,2, , , , , , , , ,1200,8, , ,2,4,300,6750,0,425,73.36,1650.81,0,103.94,1619.99,0
1360755411,1,2,1,5,1,1,2, , , , , , , , ,2,0, , , , , , , , , , , ,1100,40,2, , , , , , , , , , , , ,2,4,1455,1520,0,0,355.84,371.73,0,0,724.89,0
1360755412,1,1,2,5,1,1,2, , , , , , , , ,2,0, , , , , , , , , , , ,220,1130,2, , , , , , , , , , , , ,2,4,0,80,0,0,0,19.56,0,0,17.6,0
1360755412,1,6,1,4,1, ,2, , , , , , , , ,2,3,3,0,3,3,0,0, , ,0, , , ,3000,2, , , , , , , , ,3000,9, , ,2,4,10150,9411,0,765,2482.33,2301.6,0,187.09,4595.86,0
1360755620,1,1,1,4,1, ,2, , , , , , , , ,7,0, , , , , , , , , , , , ,500,2, , , , , , , , , , , , ,2,4,625,5050,0,300,153.68,1241.8,0,73.77,1319.01,0
1360755621,1,1,1,4,1, ,2, , , , , , , , ,7,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,4,7212,500,0,1570,1773.44,122.95,0,386.06,1507.86,0
1360755621,1,1,1,5,1,1,2, , , , , , , , ,7,0, , , , , , , , , , , ,730,1890,2, , , , , , , , , , , , ,2,4,0,612,0,2638,0,150.49,0,648.68,0,495.73
1360755622,1,1,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,700,2, , , , , , , , , , , , ,2,4,0,495,0,440,0,121.72,0,108.19,11.8,0
1360755622,1,1,1,5,1,1,2, , , , , , , , ,7,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,4,0,688,0,520,0,169.18,0,127.86,41.31,0
1360755801,1,1,1,4,1, ,2, , , , , , , , ,6,2,2,0,2,2,0,0, , ,0, , ,600,5000,2, , , , , , , , , , , , ,2,4,0,7493,0,5000,0,1842.54,0,1229.5,610.81,0
1360755801,1,1,1,5,1,1,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , ,2250,150,2, , , , , , , , , , , , ,2,4,0,1380,0,0,0,339.34,0,0,339.34,0
1360755802,1,1,1,4,1, ,2, , , , , , , , ,6,5,5,0,3,3,0,2,2,0,0, , ,1125,4000,2, , , , , , , , , , , , ,2,4,225,3507,0,2880,55.32,862.37,0,708.19,209.5,0
1360755802,1,1,1,5,1,2,2, , , , , , , , ,6,2,1,1,0, , ,2,1,1,0, , ,1120,60,2, , , , , , , , , , , , ,2,4,1827,1767,0,0,449.26,434.5,0,0,882.29,0
1360755803,1,1,1,4,1, ,2, , , , , , , , ,5,6,5,1,5,5,0,1,0,1,0, , , ,1000,1, , , , , , , , ,2200,5, , ,2,4,2500,5080,0,890,614.75,1249.18,0,218.85,1643.6,0
1360755803,1,1,1,5,1,1,2, , , , , , , , ,2,2,0,2,0, , ,2,0,2,0, , ,6650,150,2, , , , , , , , , , , , ,2,4,0,960,0,1500,0,236.06,0,368.85,0,132.78
1360755805,1,1,1,4,1, ,2, , , , , , , , ,7,2,1,1,0, , ,2,1,1,0, , , ,1000,2, , , , , , , , , , , , ,2,4,0,1440,0,200,0,354.09,0,49.18,303.93,0
1360813206,1,1,1,4,1, ,2, , , , , , , , ,1,3,1,2,2,0,2,1,1,0,0, , ,563,2000,2, , , , , , , , , , , , ,2,4,7350,5100,0,7350,1827.34,1267.95,0,1827.34,1267.95,0
1360813209,1,1,1,4,1, ,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , ,320,250,2, , , , , , , , , , , , ,2,4,20730,3860,40,0,5153.86,959.66,9.94,0,6121.98,0
1360813209,1,2,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,10,139,2, , , , , , , , , , , , ,2,4,0,68,0,0,0,16.9,0,0,14.91,0
1360813209,1,2,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,1050,240,2, , , , , , , , , , , , ,2,4,0,320,0,5,0,79.55,0,1.24,77.56,0
1360813210,1,1,1,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , ,505,1911,2, , , , , , , , ,90,3, , ,2,4,7560,2699,0,0,1879.55,671.02,0,0,2547.84,0
1360813222,1,1,1,5,1,1,2, , , , , , , , ,6,4,4,0,3,3,0,1,1,0,0, , ,37200, ,2, , , , , , , , , , , , ,2,4,105900,1700,0,31980,26328.72,422.65,0,7950.82,18798.56,0
1360813224,1,1,1,4,1, ,2, , , , , , , , ,2,0, , , , , , , , , , , , ,13000,2, , , , , , , , ,1500,3, , ,2,4,14400,242,0,1930,3580.11,60.16,0,479.83,3159.44,0
1360813224,1,2,1,6,1, ,2, , , , , , , , ,2,3,0,3,3,0,3,0, , ,0, , , , ,2, , , , , , , , , , , , ,2,4,34320,0,0,25920,8532.59,0,0,6444.19,2088.39,0
1360813224,1,2,2,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,500,1130,1, , , , , , , , , , , , ,2,3,2750,25700,0,300,683.7,6389.5,0,74.58,6996.13,0
1360813318,1,1,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,100,2, , , , , , , , , , , , ,2,4,260,60,12,0,63.58,14.67,2.93,0,79.23,0
1360813319,1,1,1,4,1, ,2, , , , , , , , ,4,0, , , , , , , , , , , , ,1000,2, , , , , , , , , , , , ,2,4,5200,310,0,0,1271.73,75.81,0,0,1347.06,0
1360813319,1,1,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,210,1200,2, , , , , , , , , , , , ,2,4,8000,3069,0,7350,1956.52,750.57,0,1797.55,906.84,0
1360813511,1,1,1,4,1, ,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , , ,1800,2, , , , , , , , ,90,5,3000, ,2,4,400,4826,0,2340,97.82,1180.27,0,572.28,704.34,0
1360813511,1,1,1,5,1,2,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , ,64000,18000,2, , , , , , , , ,90,5,3000,6,2,4,8000,0,0,4900,1956.52,0,0,1198.36,757.17,0
1360813513,1,1,1,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , ,1000,2, , , , , , , , , , , , ,2,4,15964,508,0,1620,3904.23,124.23,0,396.19,3630.32,0
1360813514,1,1,1,4,1, ,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , , ,1200,2, , , , , , , , , , , , ,2,4,47104,1360,0,5750,11519.99,332.6,0,1406.24,10444.89,0
1360813514,1,1,1,5,1,1,2, , , , , , , , ,1,1,0,1,0, , ,1,0,1,0, , ,4050,1960,2, , , , , , , , , , , , ,2,4,8310,1134,0,1282,2032.33,277.33,0,313.53,1995.65,0
1360813701,1,1,1,5,1,1,2, , , , , , , , ,2,0, , , , , , , , , , , ,1680,380,2, , , , , , , , , , , , ,2,4,480,1080,0,600,118.03,265.57,0,147.54,236.06,0
1360813701,1,2,1,4,1, ,2, , , , , , , , ,2,1,0,1,0, , ,1,0,1,0, , , ,1300,2, , , , , , , , , , , , ,2,4,0,560,0,240,0,137.7,0,59.01,76.72,0
1360813703,1,1,1,5,1,1,2, , , , , , , , ,2,0, , , , , , , , , , , ,540,280,2, , , , , , , , , , , , ,2,4,348,0,0,240,85.57,0,0,59.01,26.55,0
1360813703,1,2,2,7,2, ,2, , , , , , , , ,2,0, , , , , , , , , , , , ,500,2, , , , , , , , , , , , ,2,4,0,0,0,0,0,0,0,0,0,0
1360813705,1,1,1,5,1,1,2, , , , , , , , ,2,1,1,0,0, , ,1,1,0,0, , ,300,740,2, , , , , , , , , , , , ,2,4,69,771,0,290,16.96,189.59,0,71.31,132.78,0
1360844008,1,1,1,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , ,200,2, , , , , , , , , , , , ,2,4,1050,14520,0,0,256.79,3551.08,0,0,3806.41,0
1360844008,1,1,1,5,1,2,2, , , , , , , , ,1,0, , , , , , , , , , , , ,5600,2, , , , , , , , , , , , ,2,4,0,0,0,0,0,0,0,0,0,0
1360844009,1,1,2,4,2,1,2, , , , , , , , ,1,1,0,1,0, , ,1,0,1,0, , , , ,2, , , , , , , , ,5500,10, , ,2,4,0,0,0,0,0,0,0,0,0,0
1360844009,1,1,2,5,1,1,2, , , , , , , , ,2,1,0,1,0, , ,1,0,1,0, , ,78000,60925,2, , , , , , , , ,5500,9, , ,2,4,80520,10220,2200,186298,19692.39,2499.45,538.04,45562.01,0,22829.67
1360844012,1,1,1,5,1,2,2, , , , , , , , ,1,0, , , , , , , , , , , ,104000,8400,2, , , , , , , , , , ,10000,6,2,4,94600,13000,0,20420,23135.86,3179.34,0,4994.02,21321.19,0
1360844613,1,1,1,4,1, ,2, , , , , , , , ,7,0, , , , , , , , , , , , ,35000,1, , , , ,3000, , , , , , , ,2,4,0,17748,0,11000,0,4364.26,0,2704.91,1658.36,0
1360844613,1,1,1,5,1,1,2, , , , , , , , ,4,0, , , , , , , , , , , ,234000,59000,1, , , , ,600, , , , , , , ,2,4,0,9344,0,8700,0,2297.7,0,2139.34,156.39,0
1360844613,1,2,1,5,1,1,2, , , , , , , , ,4,1,1,0,0, , ,1,1,0,0, , ,2760,420,2, , , , , , , , , , , , ,2,4,0,4368,0,360,0,1074.09,0,88.52,985.57,0
1360844614,1,1,1,4,1, ,2, , , , , , , , ,6,2,2,0,1,1,0,0, , ,1,1,0, ,60000,2, , , , , , , , , , , , ,2,4,0,5640,0,11640,0,1386.88,0,2862.29,0,1475.4
1360844614,1,2,1,5,1,1,2, , , , , , , , ,7,2,1,1,0, , ,2,1,1,0, , ,120300,21550,2, , , , , , , , , , , , ,2,4,0,20868,0,58500,0,5131.47,0,14385.24,0,9253.77
1360844615,1,1,1,4,1, ,2, , , , , , , , ,7,3,3,0,2,2,0,0, , ,1,1,0, ,41000,2, , , , , , , , , , , , ,2,4,16200,5500,0,22730,3983.6,1352.45,0,5589.34,0,250.81
1360844615,1,1,1,5,1,1,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , ,17700,11240,2, , , , , , , , , , , , ,2,4,64,4996,100,2800,15.73,1228.52,24.59,688.52,578.36,0
1360844617,1,1,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , ,30000, ,2, , , , , , , , , , , , ,2,4,1500,13500,0,22100,368.85,3319.67,0,5434.42,0,1743.93
1360844617,1,2,1,5,1,1,2, , , , , , , , ,2,2,2,0,0, , ,2,2,0,0, , ,188870,79400,1, , , , , , , , ,8000,5,3600,5,2,4,49340,6504,0,6950,12132.78,1599.34,0,1709.01,12021.63,0
1360844618,1,1,2,4,1, ,2, , , , , , , , ,7,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,4,60,72,0,0,14.75,17.7,0,0,32.45,0
1360844618,1,1,2,5,1,2,2, , , , , , , , ,4,1,1,0,0, , ,0, , ,1,1,0,10000, ,2, , , , , , , , , , , , ,2,4,0,2500,0,7720,0,614.75,0,1898.36,0,1283.6
1360844721,1,2,2,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,1040,140,2, , , , , , , , , , , , ,2,4,120,1160,0,408,29.5,285.24,0,100.32,212.45,0
1360844723,1,1,1,4,1, ,2, , , , , , , , ,6,2,2,0,0, , ,0, , ,2,2,0,3328,3000,2, , , , , , , , ,1700,9, , ,2,4,0,4500,0,7639,0,1106.55,0,1878.44,0,770.16
1360844723,1,2,2,5,1,1,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , ,66860, ,2, , , , , , , , , , , , ,2,4,29040,5120,0,1140,7140.98,1259.01,0,280.32,8117.7,0
1360844724,1,2,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1660,90,2, , , , , , , , , , , , ,2,4,900,340,0,1000,221.31,83.6,0,245.9,59.01,0
1360881016,1,2,1,5,1,2,2, , , , , , , , ,2,0, , , , , , , , , , , , ,750,2, , , , , , , , , , , , ,2,4,0,0,0,0,0,0,0,0,0,0
