folioviv,foliohog,numren,id_trabajo,tipoact,cose_cria,prep_deriv,otro_pago,fpago_1,fpago_2,fpago_3,fpago_4,fpago_5,fpago_6,fpago_7,fpago_8,nofpago,t_emp,h_emp,m_emp,t_cpago,h_cpago,m_cpago,t_ispago,h_ispago,m_ispago,t_nispago,h_nispago,m_nispago,valrema,valproc,apoyo,apoyo_1,apoyo_2,apoyo_3,apoyo_4,apoyo_5,apoyo_6,apoyo_7,apoyo_8,procampo,mesproc,progan,mesprogan,reg_not,reg_cont,ventas,autocons,otrosnom,gasneg,ventas_tri,auto_tri,otros_tri,gasto_tri,ing_tri,ero_tri
1260123717,1,1,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,500,3000,2, , , , , , , , ,180,8, , ,2,4,5200,800,0,3700,1278.68,196.72,0,909.83,563.6,0
1260123718,1,1,1,4,1, ,2, , , , , , , , ,6,2,2,0,1,1,0,1,1,0,0, , ,400,1600,2, , , , , , , , ,4600,9, , ,2,4,2730,1590,0,5570,671.31,390.98,0,1369.67,0,306.88
1260148501,1,1,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,1750, ,2, , , , , , , , , , , , ,2,4,350,150,0,600,85.59,36.68,0,146.73,0,23.47
1260148501,1,1,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,144000,30000,2, , , , , , , , , , , , ,2,4,0,0,0,0,0,0,0,0,0,0
1260148505,1,1,2,4,1, ,2, , , , , , , , ,6,2,2,0,2,2,0,0, , ,0, , , ,7000,1, , , , , ,4000, , ,6300,6, , ,2,4,0,3900,0,9550,0,953.8,0,2335.59,0,1379.34
1260148505,1,1,2,5,1,2,2, , , , , , , , ,1,0, , , , , , , , , , , ,103000,120000,2, , , , , , , , ,6300,6,15000,6,2,4,34000,0,0,13300,8315.21,0,0,3252.71,5062.49,0
1260148913,1,1,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,1680,1400,2, , , , , , , , , , , , ,2,4,1670,180,0,2020,408.42,44.02,0,494.02,0,41.08
1260148915,1,1,1,4,1, ,2, , , , , , , , ,5,3,2,1,0, , ,1,0,1,2,2,0, ,37500,2, , , , , , , , , , , , ,2,4,0,900,0,25000,0,220.1,0,6114.13,0,5893.04
1260148915,1,1,1,5,1,1,2, , , , , , , , ,5,3,2,1,0, , ,1,0,1,2,2,0,35200,243000,2, , , , , , , , , , , , ,2,4,80000,1460,0,111870,19565.21,357.06,0,27359.51,0,7436.73
1260148916,1,1,1,5,1,1,2, , , , , , , , ,6,2,2,0,1,1,0,0, , ,1,1,0,605000,127500,2, , , , , , , , ,5000,6, , ,2,4,348052,17360,0,273600,85121.41,4245.65,0,66913.04,22454.02,0
1260185007,1,1,1,4,1, ,2, , , , , , , , ,1,2,2,0,2,2,0,0, , ,0, , , ,4000,2, , , , , , , , ,2000,12, , ,2,4,2000,2000,0,1980,489.13,489.13,0,484.23,493.04,0
1260185008,1,1,1,4,1, ,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , ,5000, ,2, , , , , , , , ,3004,8, , ,2,4,0,5000,0,3100,0,1222.82,0,758.15,463.69,0
1260185011,1,1,1,4,1, ,2, , , , , , , , ,1,6,6,0,0, , ,0, , ,6,6,0,3500, ,2, , , , , , , , , , , , ,2,4,0,4700,0,1050,0,1149.45,0,256.79,892.17,0
1260185401,1,1,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , ,1000,3500,2, , , , , , , , , , , , ,2,4,0,2080,0,1500,0,508.69,0,366.84,140.86,0
1260185401,1,1,1,5,1,2,2, , , , , , , , ,2,0, , , , , , , , , , , ,208000,2580,2, , , , , , , , , , , , ,2,4,0,2560,0,780,0,626.08,0,190.76,434.34,0
1260185401,1,7,1,4,1, ,2, , , , , , , , ,2,0, , , , , , , , , , , , ,3000,2, , , , , , , , , , , , ,2,4,0,0,0,490,0,0,0,119.83,0,117.39
1260185402,1,1,1,4,1, ,2, , , , , , , , ,5,3,3,0,3,3,0,0, , ,0, , ,2700,8000,2, , , , , , , , , , , , ,2,4,5025,2835,0,4300,1228.94,693.34,0,1051.63,868.69,0
1260185403,1,1,1,4,1, ,2, , , , , , , , ,6,4,4,0,0, , ,1,1,0,3,3,0, , ,2, , , , , , , , , , , , ,2,4,2450,700,0,1800,599.18,171.19,0,440.21,328.69,0
1260185403,1,1,1,5,1,2,2, , , , , , , , ,5,1,1,0,0, , ,1,1,0,0, , , ,2400,2, , , , , , , , , , , , ,2,4,0,720,0,435,0,176.08,0,106.38,67.49,0
1260185405,1,1,1,4,1, ,2, , , , , , , , ,5,0, , , , , , , , , , , ,800,6000,2, , , , , , , , , , , , ,2,4,1600,2640,0,2280,391.3,645.65,0,557.6,478.36,0
1260185613,1,1,1,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , ,6720,2, , , , , , , , , , , , ,2,4,0,5880,0,1000,0,1445.9,0,245.9,1198.03,0
1260185720,1,1,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,1000,2, , , , , , , , , , , , ,2,4,0,2080,0,750,0,511.47,0,184.42,324.59,0
1260185721,1,1,2,4,1, ,2, , , , , , , , ,1,3,2,1,0, , ,3,2,1,0, , , ,2000,2, , , , , , , , , , , , ,2,4,0,7255,0,75,0,1784.01,0,18.44,1764.59,0
1260185721,1,1,2,5,1,1,2, , , , , , , , ,6,3,3,0,0, , ,2,2,0,1,1,0,970,10450,2, , , , , , , , , , , , ,2,4,240,510,0,750,59.01,125.4,0,184.42,0,0
1260185722,1,1,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,2000,2, , , , , , , , , , , , ,2,4,800,4600,0,800,196.72,1131.14,0,196.72,1130.16,0
1260185723,1,1,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,1000,2, , , , , , , , , , , , ,2,4,650,990,0,1000,159.83,243.44,0,245.9,156.39,0
1260191206,1,1,1,4,1, ,2, , , , , , , , ,1,3,3,0,3,3,0,0, , ,0, , , , ,2, , , , , , , , , , , , ,2,4,38000,7600,0,42808,9447.51,1889.5,0,10642.87,692.15,0
1260191315,1,1,1,5,1,2,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , ,15584, ,2, , , , , , , , , , , , ,2,3,5880,0,0,3420,1438.04,0,0,836.41,601.63,0
1260191315,1,2,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , , ,5000,1, , , , ,200,1200, , , , , , ,2,3,3750,1450,0,7060,917.11,354.61,0,1726.63,0,454.89
1260191315,1,2,1,5,1,2,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , ,35000,75000,2, , , , , , , , , , , , ,2,3,7000,0,0,1300,1711.95,0,0,317.93,1394.02,0
1260191316,1,1,1,4,1, ,2, , , , , , , , ,5,3,2,1,2,2,0,1,0,1,0, , , ,8750,1, , , , , ,5900, , , , , , ,2,4,14080,1000,0,10800,3443.47,244.56,0,2641.3,1044.78,0
1260191509,1,1,1,4,1, ,2, , , , , , , , ,2,0, , , , , , , , , , , ,1755,45000,1, , , , ,2500, , , , , , , ,2,4,29400,2100,0,12800,7190.21,513.58,0,3130.43,4572.39,0
1260191510,1,1,1,4,1, ,2, , , , , , , , ,6,4,4,0,4,4,0,0, , ,0, , , ,60000,2, , , , , , , , , , , , ,2,4,80000,2780,0,58500,19565.21,679.89,0,14307.06,5937.06,0
1260191919,1,1,1,5,1,2,2, , , , , , , , ,6,2,2,0,0, , ,0, , ,2,2,0,210,150,1, , , , , , , ,90, , , , ,2,4,0,0,0,390,0,0,0,95.38,0,93.91
1260191921,1,2,1,4,1, ,2, , , , , , , , ,6,2,2,0,0, , ,0, , ,2,2,0,450,1000,1, , , , , ,7100, , , , , , ,2,4,2400,1500,0,2100,586.95,366.84,0,513.58,440.21,0
1260191921,1,2,2,6,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,4,10080,2520,0,0,2465.21,616.3,0,0,3081.52,0
1260191924,1,1,1,4,1, ,2, , , , , , , , ,5,0, , , , , , , , , , , ,21000,32000,1, , , , , , ,11500,200, , , , ,2,4,28000,5110,0,26720,6847.82,1249.72,0,6534.78,1561.3,0
1260191924,1,2,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,980,380,2, , , , , , , , , , , , ,2,4,0,978,0,140,0,239.18,0,34.23,202.49,0
1260244011,1,1,2,4,1, ,2, , , , , , , , ,6,2,2,0,0, , ,2,2,0,0, , ,250,5500,2, , , , , , , , , , , , ,2,4,600,4800,0,2650,146.73,1173.91,0,648.09,672.06,0
1260244011,1,2,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,2100,450,2, , , , , , , , , , , , ,2,4,0,1580,0,525,0,386.41,0,128.39,255.32,0
1260244013,1,1,1,5,1,1,2, , , , , , , , ,6,3,3,0,0, , ,3,3,0,0, , ,3000,100,2, , , , , , , , , , , , ,2,4,500,1200,0,654,122.28,293.47,0,159.94,255.32,0
1260244014,1,1,2,4,1, ,2, , , , , , , , ,1,3,2,1,0, , ,3,2,1,0, , ,350,5000,1, , , , , ,1200, , ,3000,8, , ,2,4,4100,6150,0,5200,1002.71,1504.07,0,1271.73,1232.6,0
1260244406,1,1,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,2400,2000,2, , , , , , , , , , , , ,2,4,12000,1200,0,4850,2934.78,293.47,0,1186.14,2039.67,0
1260244407,1,1,1,4,1, ,2, , , , , , , , ,2,0, , , , , , , , , , , ,500, ,2, , , , , , , , ,3000,4, , ,2,4,0,3560,0,2000,0,870.65,0,489.13,381.52,0
1260244408,1,1,1,4,1, ,2, , , , , , , , ,6,13,13,0,12,12,0,1,1,0,0, , ,1000,1800,1, , , , , ,1600, , ,3000,4, , ,2,4,3100,1050,0,4400,758.15,256.79,0,1076.08,0,58.69
1260244408,1,2,1,5,1,1,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , ,400, ,2, , , , , , , , , , , , ,2,4,0,11,0,250,0,2.69,0,61.14,0,55.76
1260244409,1,1,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,1400,1, , , ,3000, , , , , , , , ,2,4,0,0,0,1900,0,0,0,464.67,0,463.69
1260244410,1,1,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,8500,1600,2, , , , , , , , ,5000,6, , ,2,4,3950,1250,0,8300,966.03,305.7,0,2029.89,0,757.17
1260244410,1,2,2,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,900,600,2, , , , , , , , , , , , ,2,4,120,120,0,920,29.34,29.34,0,224.99,0,164.34
1260244421,1,1,1,4,1, ,2, , , , , , , , ,1,7,7,0,7,7,0,0, , ,0, , ,600,1500,1, , , ,1700, , , , ,1000,6, , ,2,4,1590,3719,0,3650,388.85,909.53,0,892.66,404.99,0
1260244422,1,1,1,4,1, ,2, , , , , , , , ,1,5,5,0,5,5,0,0, , ,0, , ,2760,3000,1, , , , , ,1800, , ,3000,6, , ,2,4,1360,1670,0,2300,332.6,408.42,0,562.49,176.08,0
1260244423,1,1,1,4,1, ,2, , , , , , , , ,1,3,3,0,3,3,0,0, , ,0, , ,3120,5000,2, , , , , , , , , , , , ,2,4,6800,10276,0,11500,1663.04,2513.15,0,2812.49,1361.73,0
1260244423,1,2,2,5,1,1,2, , , , , , , , ,1,1,0,1,0, , ,1,0,1,0, , ,4050,200,1, , , ,18000, , , , , , , , ,2,4,0,38,0,3950,0,9.29,0,966.03,0,956.73
1260244424,1,1,1,4,1, ,2, , , , , , , , ,1,5,5,0,3,3,0,1,1,0,1,1,0,2710,6000,1, , , , , ,800, , ,4800,6, , ,2,4,930,16180,0,11500,227.44,3957.06,0,2812.49,1370.54,0
1260244424,1,1,2,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,25000,3000,2, , , , , , , , , , , , ,2,4,800,800,0,3850,195.65,195.65,0,941.57,0,548.8
1260244425,1,1,1,4,1, ,2, , , , , , , , ,1,6,6,0,6,6,0,0, , ,0, , ,300,2500,1, , , ,2000, ,500, , ,4700,6, , ,2,4,2480,4170,740,6500,606.52,1019.83,180.97,1589.67,217.17,0
1260244616,1,1,2,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , ,500,2, , , , , , , , , , , , ,2,4,420,500,0,50,103.27,122.95,0,12.29,212.45,0
1260244617,1,1,1,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , ,9100,1, , , , , , , ,1000,4800,7, , ,2,4,3240,1620,0,810,796.72,398.36,0,199.18,994.42,0
1260244618,1,1,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , , ,4000,2, , , , , , , , ,5200,5, , ,2,4,0,0,0,1000,0,0,0,245.9,0,244.91
1260244801,1,1,1,4,1, ,2, , , , , , , , ,2,1,1,0,0, , ,1,1,0,0, , , ,1450,2, , , , , , , , , , , , ,2,4,1775,14534,0,2000,436.47,3573.93,0,491.8,3517.37,0
1260244802,1,1,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,0, , ,1,1,0,255,3000,1, , , , , ,1100, , , , , , ,2,4,1530,6170,0,400,376.22,1517.21,0,98.36,1794.09,0
1260244803,1,1,1,4,1, ,2, , , , , , , , ,2,1,1,0,0, , ,1,1,0,0, , ,630,5000,1, , , ,800, , , , ,2000,6, , ,2,4,22785,11115,0,1500,5602.86,2733.19,0,368.85,7967.21,0
1260244804,1,1,1,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , ,2000,1, , , ,3000, , , , , , , , ,2,4,3400,9215,0,0,836.06,2265.98,0,0,3101.31,0
1260244805,1,1,2,4,1, ,2, , , , , , , , ,2,0, , , , , , , , , , , , , ,1, , , ,800, , , , , , , , ,2,4,0,9250,0,200,0,2274.59,0,49.18,2224.91,0
1260264209,1,1,1,4,1, ,2, , , , , , , , ,5,0, , , , , , , , , , , ,700,10000,2, , , , , , , , , , , , ,2,4,0,5200,0,3200,0,1292.81,0,795.58,495.24,0
1260264209,1,1,1,5,1,2,2, , , , , , , , ,5,0, , , , , , , , , , , ,8180, ,2, , , , , , , , , , , , ,2,4,0,48,0,3360,0,11.93,0,835.35,0,823.42
1260264212,1,1,1,4,1, ,2, , , , , , , , ,7,0, , , , , , , , , , , ,800,2000,2, , , , , , , , , , , , ,2,4,200,2350,0,960,49.72,584.25,0,238.67,393.81,0
1260264320,1,1,2,4,2,1,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,4,0,0,0,0,0,0,0,0,0,0
1260264320,1,2,2,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,10500,5200,2, , , , , , , , , , , , ,2,4,12700,0,0,8860,3105.97,0,0,2166.84,939.13,0
1260264321,1,1,1,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , ,300,2, , , , , , , , , , , , ,2,4,440,126,0,580,107.6,30.81,0,141.84,0,2.93
1260264324,1,1,1,4,1, ,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , , ,1000,2, , , , , , , , , , , , ,2,4,0,1500,0,1260,0,366.84,0,308.15,58.69,0
1260264324,1,1,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,7200,12,2, , , , , , , , , , , , ,2,4,2720,2850,0,4000,665.21,697.01,0,978.26,381.52,0
1260264324,1,4,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,6000,900,1, , , ,30000, , , , , , , , ,2,4,0,0,0,1670,0,0,0,408.42,0,407.93
1260264513,1,1,2,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , ,3500,2, , , , , , , , , , , , ,2,4,0,3500,0,1120,0,855.97,0,273.91,581.08,0
1260264514,1,1,1,4,1, ,2, , , , , , , , ,1,1,1,0,0, , ,1,1,0,0, , , ,6000,2, , , , , , , , , , , , ,2,4,0,5905,0,2610,0,1444.15,0,638.31,804.13,0
1260264518,1,1,2,4,1, ,2, , , , , , , , ,6,1,1,0,1,1,0,0, , ,0, , , ,32500,2, , , , , , , , , , , , ,2,4,38750,8750,0,15050,9476.9,2139.94,0,3680.7,7935.65,0
1260264702,1,1,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,1000,2, , , , , , , , , , , , ,2,4,0,545,0,360,0,134.01,0,88.52,44.26,0
1260264704,1,1,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,2800,1, , , , , ,1000, , , , , , ,2,4,4200,700,0,500,1032.78,172.13,0,122.95,1079.99,0
1260264706,1,1,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,1200,2, , , , , , , , , , , , ,2,4,0,0,0,500,0,0,0,122.95,0,120.98
1260307017,1,1,1,4,1, ,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , ,5000,25000,1, , , , , ,3600, , ,1600,9, , ,2,4,10925,650,0,6200,2671.87,158.96,0,1516.3,1311.84,0
1260307412,1,7,1,4,1, ,2, , , , , , , , ,6,2,2,0,0, , ,1,1,0,1,1,0, ,10000,1, , , , , ,2500, , ,1500,10, , ,2,4,675,10025,0,2200,165.08,2451.76,0,538.04,2077.82,0
1260307415,1,1,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,3000,1, , , , , ,2500, , ,1000,10, , ,2,4,0,0,0,2450,0,0,0,599.18,0,598.69
1260307420,1,1,1,6,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,4,16200,2880,0,0,3961.95,704.34,0,0,4666.3,0
1260307420,1,1,2,4,1, ,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , ,500,2000,2, , , , , , , , , , , , ,2,4,240,2040,0,470,58.69,498.91,0,114.94,440.21,0
1260307422,1,1,1,4,1, ,2, , , , , , , , ,6,5,3,2,0, , ,0, , ,5,3,2, ,2000,1, , , , , ,2600, , ,2200,10, , ,2,4,1414,3721,0,1420,345.81,910.02,0,347.28,906.84,0
1260307423,1,1,1,6,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , ,500,2, , , , , , , , , , , , ,2,4,640,0,0,275,156.52,0,0,67.25,88.04,0
1260307808,1,1,2,4,1, ,2, , , , , , , , ,1,2,1,1,0, , ,2,1,1,0, , ,300,5500,2, , , , , , , , , , , , ,2,4,1200,1748,0,1160,295.08,429.83,0,285.24,439.67,0
1260307901,1,1,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,220,1500,2, , , , , , , , , , , , ,2,4,50,460,0,80,12.22,112.49,0,19.56,102.71,0
1260307902,1,1,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,4000,2, , , , , , , , , , , , ,2,4,3600,3305,0,1560,880.43,808.28,0,381.52,1305.97,0
1260307903,1,1,1,4,1, ,2, , , , , , , , ,6,1,1,0,0, , ,0, , ,1,1,0,1500,20000,2, , , , , , , , , , , , ,2,4,7200,6595,0,5300,1760.86,1612.9,0,1296.19,2074.89,0
1260307903,1,7,2,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,500,2000,2, , , , , , , , , , , , ,2,4,200,1560,0,1500,48.91,381.52,0,366.84,61.63,0
1260307904,1,1,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,20000,2, , , , , , , , , , , , ,2,4,14900,0,0,4300,3644.02,0,0,1051.63,2591.41,0
1260307904,2,1,1,4,1, ,2, , , , , , , , ,1,0, , , , , , , , , , , , ,5000,2, , , , , , , , , , , , ,2,4,950,3130,0,5400,232.33,765.48,0,1320.65,0,322.82
1260307905,1,1,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,700,2, , , , , , , , , , , , ,2,4,0,0,0,712,0,0,0,174.13,0,173.15
1260327215,1,1,1,9,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , , ,1, , , , , , , ,500, , , , ,2,4,29400,2500,0,3150,7309.39,621.54,0,783.14,7145.3,0
1260327216,1,1,2,4,1, ,2, , , , , , , , ,5,4,4,0,4,4,0,0, , ,0, , , ,70000,2, , , , , , , , , , , , ,2,3,66500,2060,0,41200,16533.14,512.15,0,10243.09,6802.2,0
1260327711,1,1,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , ,2400,400,2, , , , , , , , , , , , ,2,4,0,0,0,0,0,0,0,0,0,0
1260327712,1,1,2,4,1, ,2, , , , , , , , ,6,4,3,1,4,3,1,0, , ,0, , , ,8000,2, , , , , , , , , , , , ,2,4,0,120,0,7800,0,29.5,0,1918.03,0,1888.52
1260327712,1,1,2,5,1,2,2, , , , , , , , ,6,1,0,1,1,0,1,0, , ,0, , ,6000,2400,2, , , , , , , , , , , , ,2,4,0,0,0,6800,0,0,0,1672.13,0,1670.16
1260342301,1,1,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,3500,1, , , , , ,300, , , , , , ,2,4,0,7765,0,0,0,1899.04,0,0,1898.8,0
1260342420,1,1,1,4,1, ,2, , , , , , , , ,6,2,1,1,0, , ,0, , ,2,1,1, ,5500,1, , , , , ,3200, , , , , , ,2,4,0,2280,0,4720,0,557.6,0,1154.34,0,595.76
1260342420,1,1,1,5,1,1,2, , , , , , , , ,6,0, , , , , , , , , , , ,10300,500,2, , , , , , , , , , , , ,2,4,11400,4700,0,1940,2788.04,1149.45,0,474.45,3463.04,0
1260342420,1,4,1,5,1,2,2, , , , , , , , ,5,0, , , , , , , , , , , ,8000,9000,2, , , , , , , , , , , , ,2,4,44700,0,0,49800,10932.06,0,0,12179.34,0,1247.28
1260342422,1,1,2,4,1, ,2, , , , , , , , ,6,6,6,0,6,6,0,0, , ,0, , ,1440,3800,1, , , , , ,4900, , ,1300,4, , ,2,4,0,1390,0,3610,0,339.94,0,882.88,0,542.93
1260342424,1,1,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,1500,1, , , , , ,3000, , , , , , ,2,4,250,0,0,1630,61.14,0,0,398.64,0,337.49
1260342813,1,1,1,4,1, ,2, , , , , , , , ,6,0, , , , , , , , , , , , ,1500,1, , , , , ,5600, , ,1000,4, , ,2,4,0,2228,0,0,0,547.86,0,0,545.9,0
1260342816,1,1,1,4,1, ,2, , , , , , , , ,6,2,2,0,0, , ,2,2,0,0, , ,1000,10000,1, , , , , ,2800, , , , , , ,2,4,0,16700,0,600,0,4106.55,0,147.54,3957.04,0
1260342816,1,1,1,5,1,1,2, , , , , , , , ,6,3,2,1,0, , ,3,2,1,0, , ,100000,20500,2, , , , , , , , , , , , ,2,4,0,6940,0,800,0,1706.55,0,196.72,1507.86,0
1260342818,1,1,1,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,2000, ,2, , , , , , , , , , , , ,2,4,4500,0,0,1000,1106.55,0,0,245.9,858.68,0
1260342907,1,1,1,4,1, ,2, , , , , , , , ,6,2,2,0,2,2,0,0, , ,0, , ,800,600,1, , , , , ,1000, , ,1500,7, , ,2,4,0,2720,16,900,0,665.21,3.91,220.1,449.02,0
1260342908,1,1,1,4,1, ,2, , , , , , , , ,6,2,1,1,1,1,0,1,0,1,0, , , ,800,1, , , , , ,1600, , , , , , ,2,4,0,1097,0,225,0,268.28,0,55.02,211.3,0
1260342908,1,1,1,5,1,1,2, , , , , , , , ,6,1,1,0,0, , ,1,1,0,0, , ,4000,60,2, , , , , , , , , , , , ,2,4,1740,960,0,4600,425.54,234.78,0,1124.99,0,463.69
1260342909,1,1,2,4,1, ,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , ,700,2000,1, , , , , ,800, , , , , , ,2,4,500,3400,0,0,122.28,831.52,0,0,953.8,0
1260342911,1,2,1,4,1, ,2, , , , , , , , ,6,1,0,1,0, , ,1,0,1,0, , , ,1300,2, , , , , , , , , , , , ,2,4,0,2320,0,3100,0,567.39,0,758.15,0,190.76
1260358001,1,1,1,4,1, ,2, , , , , , , , ,6,2,0,2,0, , ,2,0,2,0, , , ,1800,2, , , , , , , , , , , , ,2,4,360,1964,0,1000,88.04,480.32,0,244.56,322.82,0
1260358002,1,1,1,4,1, ,2, , , , , , , , ,6,3,2,1,2,2,0,1,0,1,0, , , ,2400,2, , , , , , , , ,900,8, , ,2,4,1000,3406,0,1750,244.56,832.98,0,427.98,648.58,0
1260358003,1,2,1,4,1, ,2, , , , , , , , ,6,6,6,0,5,5,0,1,1,0,0, , ,600,2400,2, , , , , , , , , , , , ,2,4,1200,4229,0,3040,293.47,1034.26,0,743.47,584.02,0
1260358004,1,2,1,4,1, ,2, , , , , , , , ,6,3,3,0,2,2,0,1,1,0,0, , , ,1200,2, , , , , , , , , , , , ,2,4,0,2724,0,1400,0,666.19,0,342.39,322.82,0
1260358218,1,6,1,4,1, ,2, , , , , , , , ,6,4,0,4,0, , ,4,0,4,0, , ,500,6000,2, , , , , , , , , , , , ,2,4,0,5540,0,1750,0,1377.34,0,435.08,939.77,0
1260358219,1,1,1,4,1, ,2, , , , , , , , ,6,3,1,2,0, , ,3,1,2,0, , , ,1500,1, , , , , ,1250, , , , , , ,2,4,0,1590,0,200,0,395.3,0,49.72,343.09,0
1260358220,1,1,2,4,1, ,2, , , , , , , , ,6,2,2,0,2,2,0,0, , ,0, , ,400,3200,2, , , , , , , , , , , , ,2,4,1250,6175,0,3100,310.77,1535.22,0,770.71,1074.03,0
1260358606,1,1,1,4,1, ,2, , , , , , , , ,6,4,2,2,3,1,2,1,1,0,0, , , ,1400,2, , , , , , , , , , , , ,2,3,4200,3555,0,4580,1032.78,874.18,0,1126.22,779.01,0
1260358608,1,1,1,4,1, ,2, , , , , , , , ,6,2,1,1,0, , ,2,1,1,0, , , ,500,1, , , , , ,1250, , ,1500,9, , ,2,3,0,1160,0,1000,0,285.24,0,245.9,38.36,0
1260358609,1,1,1,4,1, ,2, , , , , , , , ,6,4,2,2,2,1,1,2,1,1,0, , , ,1500,1, , , , , ,1250, , , , , , ,2,3,1250,750,0,1200,307.37,184.42,0,295.08,194.75,0
1260358711,1,1,1,4,1, ,2, , , , , , , , ,6,3,3,0,0, , ,3,3,0,0, , , ,2000,2, , , , , , , , , , , , ,2,3,0,3366,0,1200,0,827.7,0,295.08,531.14,0
1260358712,1,1,1,4,1, ,2, , , , , , , , ,6,6,4,2,0, , ,3,1,2,3,3,0,1500,4500,2, , , , , , , , ,1600,7, , ,2,3,0,4740,0,2200,0,1165.57,0,540.98,622.62,0
1260358713,1,3,1,4,1, ,2, , , , , , , , ,6,4,2,2,0, , ,4,2,2,0, , , ,2400,1, , , , , ,1000, , , , , , ,2,3,0,1582,0,750,0,389.01,0,184.42,203.6,0
1260400307,1,4,2,5,1,2,2, , , , , , , , ,6,0, , , , , , , , , , , ,2000,1000,2, , , , , , , , , , , , ,2,4,1000,0,0,780,244.56,0,0,190.76,52.82,0
1260400309,1,1,1,4,1, ,2, , , , , , , , ,6,2,2,0,0, , ,2,2,0,0, , , ,2000,2, , , , , , , , ,1300,5, , ,2,4,7000,6708,0,3400,1711.95,1640.54,0,831.52,2520.97,0
1260400309,1,2,1,5,1,1,2, , , , , , , , ,1,0, , , , , , , , , , , ,1800,30,2, , , , , , , , , , , , ,2,4,0,1900,0,400,0,464.67,0,97.82,366.84,0
1260400310,1,1,1,4,1, ,2, , , , , , , , ,7,4,3,1,1,1,0,3,2,1,0, , , ,17000,2, , , , , , , , ,2600,3, , ,2,4,107000,10152,0,24600,26168.47,2482.82,0,6016.3,22633.04,0
1260400310,1,1,1,5,1,2,2, , , , , , , , ,1,0, , , , , , , , , , , ,75000, ,2, , , , , , , , , , , , ,2,4,0,0,0,270,0,0,0,66.03,0,64.56
